Key_Dataset,Key_Run,Key_Fold,Key_Scheme,Key_Scheme_options,Key_Scheme_version_ID,Date_time,Number_of_training_instances,Number_of_testing_instances,Mean_absolute_error,Root_mean_squared_error,Relative_absolute_error,Root_relative_squared_error,Correlation_coefficient,Number_unclassified,Percent_unclassified,SF_prior_entropy,SF_scheme_entropy,SF_entropy_gain,SF_mean_prior_entropy,SF_mean_scheme_entropy,SF_mean_entropy_gain,Elapsed_Time_training,Elapsed_Time_testing,UserCPU_Time_training,UserCPU_Time_testing,UserCPU_Time_millis_training,UserCPU_Time_millis_testing,Serialized_Model_Size,Serialized_Train_Set_Size,Serialized_Test_Set_Size,Coverage_of_Test_Cases_By_Regions,Size_of_Predicted_Regions,Summary,measureNumRules,measureKernelEvaluations,measureCacheHits
'Suite_en_la_energy_pas-weka.filters.unsupervised.attribute.Remove-R33-39,41-45',1,1,weka.classifiers.lazy.IBk,'-K 1 -W 0 -A \"weka.core.neighboursearch.LinearNNSearch -A \\\"weka.core.EuclideanDistance -R first-last\\\"\"',-3080186098777067172,2.01706091013E7,490.0,55.0,0.07886363636363637,0.10473180032826707,113.8262047869484,117.38094004456423,0.19990321325299545,0.0,0.0,NaN,NaN,NaN,NaN,NaN,NaN,0.0,0.004,0.0,0.0,0.0,0.0,149708.0,147413.0,19958.0,NaN,NaN,?,?,?,?
'Suite_en_la_energy_pas-weka.filters.unsupervised.attribute.Remove-R33-39,41-45',1,2,weka.classifiers.lazy.IBk,'-K 1 -W 0 -A \"weka.core.neighboursearch.LinearNNSearch -A \\\"weka.core.EuclideanDistance -R first-last\\\"\"',-3080186098777067172,2.01706091013E7,490.0,55.0,0.07977272727272726,0.10621322893124,141.95365224295315,134.06151483508305,0.352557882876246,0.0,0.0,NaN,NaN,NaN,NaN,NaN,NaN,0.0,0.003,0.0,0.0,0.0,0.0,149708.0,147413.0,19958.0,NaN,NaN,?,?,?,?
'Suite_en_la_energy_pas-weka.filters.unsupervised.attribute.Remove-R33-39,41-45',1,3,weka.classifiers.lazy.IBk,'-K 1 -W 0 -A \"weka.core.neighboursearch.LinearNNSearch -A \\\"weka.core.EuclideanDistance -R first-last\\\"\"',-3080186098777067172,2.01706091013E7,490.0,55.0,0.06795454545454545,0.08756491098815575,101.76155345211593,106.96182302576482,0.3746353252204313,0.0,0.0,NaN,NaN,NaN,NaN,NaN,NaN,0.0,0.003,0.0,0.0,0.0,0.0,149708.0,147413.0,19958.0,NaN,NaN,?,?,?,?
'Suite_en_la_energy_pas-weka.filters.unsupervised.attribute.Remove-R33-39,41-45',1,4,weka.classifiers.lazy.IBk,'-K 1 -W 0 -A \"weka.core.neighboursearch.LinearNNSearch -A \\\"weka.core.EuclideanDistance -R first-last\\\"\"',-3080186098777067172,2.01706091013E7,490.0,55.0,0.07545454545454545,0.11016516525818695,151.2380526521714,152.8708679869255,0.026739282981774627,0.0,0.0,NaN,NaN,NaN,NaN,NaN,NaN,0.0,0.003,0.0,0.0,0.0,0.0,149708.0,147413.0,19958.0,NaN,NaN,?,?,?,?
'Suite_en_la_energy_pas-weka.filters.unsupervised.attribute.Remove-R33-39,41-45',1,5,weka.classifiers.lazy.IBk,'-K 1 -W 0 -A \"weka.core.neighboursearch.LinearNNSearch -A \\\"weka.core.EuclideanDistance -R first-last\\\"\"',-3080186098777067172,2.01706091013E7,490.0,55.0,0.0740909090909091,0.10707898529080809,120.56358906098718,141.53730538462958,0.17454091572117275,0.0,0.0,NaN,NaN,NaN,NaN,NaN,NaN,0.0,0.005,0.0,0.0,0.0,0.0,149708.0,147413.0,19958.0,NaN,NaN,?,?,?,?
'Suite_en_la_energy_pas-weka.filters.unsupervised.attribute.Remove-R33-39,41-45',1,6,weka.classifiers.lazy.IBk,'-K 1 -W 0 -A \"weka.core.neighboursearch.LinearNNSearch -A \\\"weka.core.EuclideanDistance -R first-last\\\"\"',-3080186098777067172,2.01706091013E7,491.0,53.0,0.09221698113207544,0.12475211269810829,130.24667905941723,134.20438029974795,0.19842583224789803,0.0,0.0,NaN,NaN,NaN,NaN,NaN,NaN,0.0,0.003,0.0,0.015625,0.0,15.625,150294.0,147706.0,19665.0,NaN,NaN,?,?,?,?
'Suite_en_la_energy_pas-weka.filters.unsupervised.attribute.Remove-R33-39,41-45',1,7,weka.classifiers.lazy.IBk,'-K 1 -W 0 -A \"weka.core.neighboursearch.LinearNNSearch -A \\\"weka.core.EuclideanDistance -R first-last\\\"\"',-3080186098777067172,2.01706091013E7,491.0,54.0,0.07060185185185189,0.0958786124916988,114.66869226283642,126.2163768378308,0.20027534329957933,0.0,0.0,NaN,NaN,NaN,NaN,NaN,NaN,0.0,0.003,0.0,0.0,0.0,0.0,150001.0,147706.0,19665.0,NaN,NaN,?,?,?,?
'Suite_en_la_energy_pas-weka.filters.unsupervised.attribute.Remove-R33-39,41-45',1,8,weka.classifiers.lazy.IBk,'-K 1 -W 0 -A \"weka.core.neighboursearch.LinearNNSearch -A \\\"weka.core.EuclideanDistance -R first-last\\\"\"',-3080186098777067172,2.01706091013E7,491.0,54.0,0.09120370370370366,0.1292114617665625,119.75683890577508,130.01885622110316,0.21978662639337082,0.0,0.0,NaN,NaN,NaN,NaN,NaN,NaN,0.0,0.003,0.0,0.0,0.0,0.0,150001.0,147706.0,19665.0,NaN,NaN,?,?,?,?
'Suite_en_la_energy_pas-weka.filters.unsupervised.attribute.Remove-R33-39,41-45',1,9,weka.classifiers.lazy.IBk,'-K 1 -W 0 -A \"weka.core.neighboursearch.LinearNNSearch -A \\\"weka.core.EuclideanDistance -R first-last\\\"\"',-3080186098777067172,2.01706091013E7,491.0,54.0,0.0798611111111111,0.11312838904274826,103.95144628099173,106.80920796416527,0.3941054291856714,0.0,0.0,NaN,NaN,NaN,NaN,NaN,NaN,0.001,0.002,0.0,0.0,0.0,0.0,150001.0,147706.0,19665.0,NaN,NaN,?,?,?,?
'Suite_en_la_energy_pas-weka.filters.unsupervised.attribute.Remove-R33-39,41-45',1,10,weka.classifiers.lazy.IBk,'-K 1 -W 0 -A \"weka.core.neighboursearch.LinearNNSearch -A \\\"weka.core.EuclideanDistance -R first-last\\\"\"',-3080186098777067172,2.01706091013E7,491.0,54.0,0.07847222222222222,0.11864639730136178,120.92511975306829,138.8912775137168,0.23838549796891415,0.0,0.0,NaN,NaN,NaN,NaN,NaN,NaN,0.0,0.003,0.0,0.0,0.0,0.0,150001.0,147706.0,19665.0,NaN,NaN,?,?,?,?
'Suite_en_la_energy_pas-weka.filters.unsupervised.attribute.Remove-R33-39,41-45',1,1,weka.classifiers.lazy.IBk,'-K 2 -W 0 -A \"weka.core.neighboursearch.LinearNNSearch -A \\\"weka.core.EuclideanDistance -R first-last\\\"\"',-3080186098777067172,2.01706091013E7,490.0,55.0,0.06386363636363636,0.08431710977020028,92.17626381882563,94.5006347226475,0.38654237674476466,0.0,0.0,NaN,NaN,NaN,NaN,NaN,NaN,0.0,0.004,0.0,0.0,0.0,0.0,149716.0,147413.0,19958.0,NaN,NaN,?,?,?,?
'Suite_en_la_energy_pas-weka.filters.unsupervised.attribute.Remove-R33-39,41-45',1,2,weka.classifiers.lazy.IBk,'-K 2 -W 0 -A \"weka.core.neighboursearch.LinearNNSearch -A \\\"weka.core.EuclideanDistance -R first-last\\\"\"',-3080186098777067172,2.01706091013E7,490.0,55.0,0.05988636363636363,0.07973232919074806,106.56634577213151,100.63752830225162,0.4030993708115323,0.0,0.0,NaN,NaN,NaN,NaN,NaN,NaN,0.0,0.004,0.0,0.015625,0.0,15.625,149716.0,147413.0,19958.0,NaN,NaN,?,?,?,?
'Suite_en_la_energy_pas-weka.filters.unsupervised.attribute.Remove-R33-39,41-45',1,3,weka.classifiers.lazy.IBk,'-K 2 -W 0 -A \"weka.core.neighboursearch.LinearNNSearch -A \\\"weka.core.EuclideanDistance -R first-last\\\"\"',-3080186098777067172,2.01706091013E7,490.0,55.0,0.07261363636363632,0.08900092568466504,108.73851614699339,108.7159360385811,0.21707686348234403,0.0,0.0,NaN,NaN,NaN,NaN,NaN,NaN,0.0,0.004,0.0,0.0,0.0,0.0,149716.0,147413.0,19958.0,NaN,NaN,?,?,?,?
'Suite_en_la_energy_pas-weka.filters.unsupervised.attribute.Remove-R33-39,41-45',1,4,weka.classifiers.lazy.IBk,'-K 2 -W 0 -A \"weka.core.neighboursearch.LinearNNSearch -A \\\"weka.core.EuclideanDistance -R first-last\\\"\"',-3080186098777067172,2.01706091013E7,490.0,55.0,0.06340909090909093,0.08630679947932052,127.09462858420432,119.76376850754788,0.3061359205978509,0.0,0.0,NaN,NaN,NaN,NaN,NaN,NaN,0.0,0.004,0.0,0.0,0.0,0.0,149716.0,147413.0,19958.0,NaN,NaN,?,?,?,?
'Suite_en_la_energy_pas-weka.filters.unsupervised.attribute.Remove-R33-39,41-45',1,5,weka.classifiers.lazy.IBk,'-K 2 -W 0 -A \"weka.core.neighboursearch.LinearNNSearch -A \\\"weka.core.EuclideanDistance -R first-last\\\"\"',-3080186098777067172,2.01706091013E7,490.0,55.0,0.06875000000000002,0.09493194332592358,111.87265549370746,125.48131098540587,0.1426962525772708,0.0,0.0,NaN,NaN,NaN,NaN,NaN,NaN,0.0,0.004,0.0,0.015625,0.0,15.625,149716.0,147413.0,19958.0,NaN,NaN,?,?,?,?
'Suite_en_la_energy_pas-weka.filters.unsupervised.attribute.Remove-R33-39,41-45',1,6,weka.classifiers.lazy.IBk,'-K 2 -W 0 -A \"weka.core.neighboursearch.LinearNNSearch -A \\\"weka.core.EuclideanDistance -R first-last\\\"\"',-3080186098777067172,2.01706091013E7,491.0,53.0,0.07040094339622642,0.09149005642433665,99.43384577809734,98.42211134115132,0.4240749292948861,0.0,0.0,NaN,NaN,NaN,NaN,NaN,NaN,0.0,0.004,0.0,0.0,0.0,0.0,150302.0,147706.0,19665.0,NaN,NaN,?,?,?,?
'Suite_en_la_energy_pas-weka.filters.unsupervised.attribute.Remove-R33-39,41-45',1,7,weka.classifiers.lazy.IBk,'-K 2 -W 0 -A \"weka.core.neighboursearch.LinearNNSearch -A \\\"weka.core.EuclideanDistance -R first-last\\\"\"',-3080186098777067172,2.01706091013E7,491.0,54.0,0.06307870370370372,0.0826491006762481,102.44989718564891,108.80080306923847,0.26602084833417283,0.0,0.0,NaN,NaN,NaN,NaN,NaN,NaN,0.0,0.004,0.0,0.0,0.0,0.0,150009.0,147706.0,19665.0,NaN,NaN,?,?,?,?
'Suite_en_la_energy_pas-weka.filters.unsupervised.attribute.Remove-R33-39,41-45',1,8,weka.classifiers.lazy.IBk,'-K 2 -W 0 -A \"weka.core.neighboursearch.LinearNNSearch -A \\\"weka.core.EuclideanDistance -R first-last\\\"\"',-3080186098777067172,2.01706091013E7,491.0,54.0,0.07662037037037034,0.11019369520513848,100.60790273556232,110.88225469682435,0.3085735295219507,0.0,0.0,NaN,NaN,NaN,NaN,NaN,NaN,0.0,0.004,0.0,0.015625,0.0,15.625,150009.0,147706.0,19665.0,NaN,NaN,?,?,?,?
'Suite_en_la_energy_pas-weka.filters.unsupervised.attribute.Remove-R33-39,41-45',1,9,weka.classifiers.lazy.IBk,'-K 2 -W 0 -A \"weka.core.neighboursearch.LinearNNSearch -A \\\"weka.core.EuclideanDistance -R first-last\\\"\"',-3080186098777067172,2.01706091013E7,491.0,54.0,0.07692901234567902,0.10951251643142912,100.13487144168964,103.3953125398401,0.29580050878532765,0.0,0.0,NaN,NaN,NaN,NaN,NaN,NaN,0.0,0.004,0.0,0.0,0.0,0.0,150009.0,147706.0,19665.0,NaN,NaN,?,?,?,?
'Suite_en_la_energy_pas-weka.filters.unsupervised.attribute.Remove-R33-39,41-45',1,10,weka.classifiers.lazy.IBk,'-K 2 -W 0 -A \"weka.core.neighboursearch.LinearNNSearch -A \\\"weka.core.EuclideanDistance -R first-last\\\"\"',-3080186098777067172,2.01706091013E7,491.0,54.0,0.06215277777777775,0.09076657205079329,95.77697537964254,106.25426000634918,0.37171593139209885,0.0,0.0,NaN,NaN,NaN,NaN,NaN,NaN,0.0,0.004,0.0,0.0,0.0,0.0,150009.0,147706.0,19665.0,NaN,NaN,?,?,?,?
'Suite_en_la_energy_pas-weka.filters.unsupervised.attribute.Remove-R33-39,41-45',1,1,weka.classifiers.lazy.IBk,'-K 4 -W 0 -A \"weka.core.neighboursearch.LinearNNSearch -A \\\"weka.core.EuclideanDistance -R first-last\\\"\"',-3080186098777067172,2.01706091013E7,490.0,55.0,0.06607954545454546,0.08444862107975905,95.37455055275286,94.6480295071744,0.37748546489510815,0.0,0.0,NaN,NaN,NaN,NaN,NaN,NaN,0.0,0.004,0.0,0.0,0.0,0.0,149732.0,147413.0,19958.0,NaN,NaN,?,?,?,?
'Suite_en_la_energy_pas-weka.filters.unsupervised.attribute.Remove-R33-39,41-45',1,2,weka.classifiers.lazy.IBk,'-K 4 -W 0 -A \"weka.core.neighboursearch.LinearNNSearch -A \\\"weka.core.EuclideanDistance -R first-last\\\"\"',-3080186098777067172,2.01706091013E7,490.0,55.0,0.059772727272727255,0.08042191653455487,106.36413259229822,101.5079201060983,0.30846627729293913,0.0,0.0,NaN,NaN,NaN,NaN,NaN,NaN,0.001,0.006,0.0,0.0,0.0,0.0,149732.0,147413.0,19958.0,NaN,NaN,?,?,?,?
'Suite_en_la_energy_pas-weka.filters.unsupervised.attribute.Remove-R33-39,41-45',1,3,weka.classifiers.lazy.IBk,'-K 4 -W 0 -A \"weka.core.neighboursearch.LinearNNSearch -A \\\"weka.core.EuclideanDistance -R first-last\\\"\"',-3080186098777067172,2.01706091013E7,490.0,55.0,0.06857954545454548,0.08273447224541457,102.69748747216052,101.06137125681633,0.35276901029903035,0.0,0.0,NaN,NaN,NaN,NaN,NaN,NaN,0.0,0.005,0.0,0.0,0.0,0.0,149732.0,147413.0,19958.0,NaN,NaN,?,?,?,?
'Suite_en_la_energy_pas-weka.filters.unsupervised.attribute.Remove-R33-39,41-45',1,4,weka.classifiers.lazy.IBk,'-K 4 -W 0 -A \"weka.core.neighboursearch.LinearNNSearch -A \\\"weka.core.EuclideanDistance -R first-last\\\"\"',-3080186098777067172,2.01706091013E7,490.0,55.0,0.05801136363636365,0.07343901110631003,116.27564138393602,101.90776136550807,0.3325468437424346,0.0,0.0,NaN,NaN,NaN,NaN,NaN,NaN,0.0,0.006,0.0,0.0,0.0,0.0,149732.0,147413.0,19958.0,NaN,NaN,?,?,?,?
'Suite_en_la_energy_pas-weka.filters.unsupervised.attribute.Remove-R33-39,41-45',1,5,weka.classifiers.lazy.IBk,'-K 4 -W 0 -A \"weka.core.neighboursearch.LinearNNSearch -A \\\"weka.core.EuclideanDistance -R first-last\\\"\"',-3080186098777067172,2.01706091013E7,490.0,55.0,0.06210227272727275,0.08116144649849012,101.0552169046465,107.2794293606476,0.2589337107552535,0.0,0.0,NaN,NaN,NaN,NaN,NaN,NaN,0.0,0.005,0.0,0.015625,0.0,15.625,149732.0,147413.0,19958.0,NaN,NaN,?,?,?,?
'Suite_en_la_energy_pas-weka.filters.unsupervised.attribute.Remove-R33-39,41-45',1,6,weka.classifiers.lazy.IBk,'-K 4 -W 0 -A \"weka.core.neighboursearch.LinearNNSearch -A \\\"weka.core.EuclideanDistance -R first-last\\\"\"',-3080186098777067172,2.01706091013E7,491.0,53.0,0.060023584905660385,0.07611930106932813,84.77693048752353,81.88673849219732,0.5733374447726051,0.0,0.0,NaN,NaN,NaN,NaN,NaN,NaN,0.0,0.004,0.0,0.0,0.0,0.0,150318.0,147706.0,19665.0,NaN,NaN,?,?,?,?
'Suite_en_la_energy_pas-weka.filters.unsupervised.attribute.Remove-R33-39,41-45',1,7,weka.classifiers.lazy.IBk,'-K 4 -W 0 -A \"weka.core.neighboursearch.LinearNNSearch -A \\\"weka.core.EuclideanDistance -R first-last\\\"\"',-3080186098777067172,2.01706091013E7,491.0,54.0,0.06510416666666669,0.08232572255927917,105.73957278335324,108.375102141662,0.21628235724695827,0.0,0.0,NaN,NaN,NaN,NaN,NaN,NaN,0.0,0.005,0.0,0.0,0.0,0.0,150025.0,147706.0,19665.0,NaN,NaN,?,?,?,?
'Suite_en_la_energy_pas-weka.filters.unsupervised.attribute.Remove-R33-39,41-45',1,8,weka.classifiers.lazy.IBk,'-K 4 -W 0 -A \"weka.core.neighboursearch.LinearNNSearch -A \\\"weka.core.EuclideanDistance -R first-last\\\"\"',-3080186098777067172,2.01706091013E7,491.0,54.0,0.07934027777777777,0.10646849130707028,104.17933130699093,107.13377338258725,0.20747807980982264,0.0,0.0,NaN,NaN,NaN,NaN,NaN,NaN,0.0,0.004,0.0,0.015625,0.0,15.625,150025.0,147706.0,19665.0,NaN,NaN,?,?,?,?
'Suite_en_la_energy_pas-weka.filters.unsupervised.attribute.Remove-R33-39,41-45',1,9,weka.classifiers.lazy.IBk,'-K 4 -W 0 -A \"weka.core.neighboursearch.LinearNNSearch -A \\\"weka.core.EuclideanDistance -R first-last\\\"\"',-3080186098777067172,2.01706091013E7,491.0,54.0,0.0726851851851852,0.09961224010948466,94.61088154269974,94.04805071174417,0.3628453761023627,0.0,0.0,NaN,NaN,NaN,NaN,NaN,NaN,0.0,0.004,0.0,0.0,0.0,0.0,150025.0,147706.0,19665.0,NaN,NaN,?,?,?,?
'Suite_en_la_energy_pas-weka.filters.unsupervised.attribute.Remove-R33-39,41-45',1,10,weka.classifiers.lazy.IBk,'-K 4 -W 0 -A \"weka.core.neighboursearch.LinearNNSearch -A \\\"weka.core.EuclideanDistance -R first-last\\\"\"',-3080186098777067172,2.01706091013E7,491.0,54.0,0.065625,0.0893953939436106,101.12764439526508,104.64911494221619,0.2776254018950204,0.0,0.0,NaN,NaN,NaN,NaN,NaN,NaN,0.0,0.005,0.0,0.0,0.0,0.0,150025.0,147706.0,19665.0,NaN,NaN,?,?,?,?
'Suite_en_la_energy_pas-weka.filters.unsupervised.attribute.Remove-R33-39,41-45',1,1,weka.classifiers.lazy.IBk,'-K 8 -W 0 -A \"weka.core.neighboursearch.LinearNNSearch -A \\\"weka.core.EuclideanDistance -R first-last\\\"\"',-3080186098777067172,2.01706091013E7,490.0,55.0,0.06835227272727272,0.08612041484034275,98.65484463883205,96.52173665784761,0.30106687971271046,0.0,0.0,NaN,NaN,NaN,NaN,NaN,NaN,0.0,0.005,0.0,0.0,0.0,0.0,149764.0,147413.0,19958.0,NaN,NaN,?,?,?,?
'Suite_en_la_energy_pas-weka.filters.unsupervised.attribute.Remove-R33-39,41-45',1,2,weka.classifiers.lazy.IBk,'-K 8 -W 0 -A \"weka.core.neighboursearch.LinearNNSearch -A \\\"weka.core.EuclideanDistance -R first-last\\\"\"',-3080186098777067172,2.01706091013E7,490.0,55.0,0.058181818181818175,0.07917644726265737,103.5331480746325,99.93589843844691,0.259010931112625,0.0,0.0,NaN,NaN,NaN,NaN,NaN,NaN,0.001,0.004,0.0,0.0,0.0,0.0,149764.0,147413.0,19958.0,NaN,NaN,?,?,?,?
'Suite_en_la_energy_pas-weka.filters.unsupervised.attribute.Remove-R33-39,41-45',1,3,weka.classifiers.lazy.IBk,'-K 8 -W 0 -A \"weka.core.neighboursearch.LinearNNSearch -A \\\"weka.core.EuclideanDistance -R first-last\\\"\"',-3080186098777067172,2.01706091013E7,490.0,55.0,0.06474431818181817,0.0789718308703979,96.95425598552349,96.4652496331857,0.3549442485900717,0.0,0.0,NaN,NaN,NaN,NaN,NaN,NaN,0.0,0.006,0.0,0.0,0.0,0.0,149764.0,147413.0,19958.0,NaN,NaN,?,?,?,?
'Suite_en_la_energy_pas-weka.filters.unsupervised.attribute.Remove-R33-39,41-45',1,4,weka.classifiers.lazy.IBk,'-K 8 -W 0 -A \"weka.core.neighboursearch.LinearNNSearch -A \\\"weka.core.EuclideanDistance -R first-last\\\"\"',-3080186098777067172,2.01706091013E7,490.0,55.0,0.05656249999999998,0.07093224349767627,113.37159745123236,98.42924127909741,0.3224886536292219,0.0,0.0,NaN,NaN,NaN,NaN,NaN,NaN,0.0,0.005,0.0,0.0,0.0,0.0,149764.0,147413.0,19958.0,NaN,NaN,?,?,?,?
'Suite_en_la_energy_pas-weka.filters.unsupervised.attribute.Remove-R33-39,41-45',1,5,weka.classifiers.lazy.IBk,'-K 8 -W 0 -A \"weka.core.neighboursearch.LinearNNSearch -A \\\"weka.core.EuclideanDistance -R first-last\\\"\"',-3080186098777067172,2.01706091013E7,490.0,55.0,0.05741477272727275,0.07223876573951264,93.42753584825735,95.48540471609986,0.32114169314160185,0.0,0.0,NaN,NaN,NaN,NaN,NaN,NaN,0.0,0.005,0.0,0.015625,0.0,15.625,149764.0,147413.0,19958.0,NaN,NaN,?,?,?,?
'Suite_en_la_energy_pas-weka.filters.unsupervised.attribute.Remove-R33-39,41-45',1,6,weka.classifiers.lazy.IBk,'-K 8 -W 0 -A \"weka.core.neighboursearch.LinearNNSearch -A \\\"weka.core.EuclideanDistance -R first-last\\\"\"',-3080186098777067172,2.01706091013E7,491.0,53.0,0.06438679245283017,0.08160978035750371,90.93949714378749,87.79322259480587,0.4788003846302189,0.0,0.0,NaN,NaN,NaN,NaN,NaN,NaN,0.0,0.005,0.0,0.0,0.0,0.0,150350.0,147706.0,19665.0,NaN,NaN,?,?,?,?
'Suite_en_la_energy_pas-weka.filters.unsupervised.attribute.Remove-R33-39,41-45',1,7,weka.classifiers.lazy.IBk,'-K 8 -W 0 -A \"weka.core.neighboursearch.LinearNNSearch -A \\\"weka.core.EuclideanDistance -R first-last\\\"\"',-3080186098777067172,2.01706091013E7,491.0,54.0,0.06519097222222225,0.07695859605246021,105.88055888039771,101.30971765062525,0.25885739826224397,0.0,0.0,NaN,NaN,NaN,NaN,NaN,NaN,0.0,0.005,0.0,0.0,0.0,0.0,150057.0,147706.0,19665.0,NaN,NaN,?,?,?,?
'Suite_en_la_energy_pas-weka.filters.unsupervised.attribute.Remove-R33-39,41-45',1,8,weka.classifiers.lazy.IBk,'-K 8 -W 0 -A \"weka.core.neighboursearch.LinearNNSearch -A \\\"weka.core.EuclideanDistance -R first-last\\\"\"',-3080186098777067172,2.01706091013E7,491.0,54.0,0.07010995370370371,0.09138732888211766,92.05927051671738,91.95837437255572,0.403982652457591,0.0,0.0,NaN,NaN,NaN,NaN,NaN,NaN,0.0,0.005,0.0,0.0,0.0,0.0,150057.0,147706.0,19665.0,NaN,NaN,?,?,?,?
'Suite_en_la_energy_pas-weka.filters.unsupervised.attribute.Remove-R33-39,41-45',1,9,weka.classifiers.lazy.IBk,'-K 8 -W 0 -A \"weka.core.neighboursearch.LinearNNSearch -A \\\"weka.core.EuclideanDistance -R first-last\\\"\"',-3080186098777067172,2.01706091013E7,491.0,54.0,0.07517361111111114,0.10042273566837526,97.84994834710747,94.81327321191489,0.3154952361255019,0.0,0.0,NaN,NaN,NaN,NaN,NaN,NaN,0.0,0.005,0.0,0.0,0.0,0.0,150057.0,147706.0,19665.0,NaN,NaN,?,?,?,?
'Suite_en_la_energy_pas-weka.filters.unsupervised.attribute.Remove-R33-39,41-45',1,10,weka.classifiers.lazy.IBk,'-K 8 -W 0 -A \"weka.core.neighboursearch.LinearNNSearch -A \\\"weka.core.EuclideanDistance -R first-last\\\"\"',-3080186098777067172,2.01706091013E7,491.0,54.0,0.06550925925925931,0.08941359889114557,100.94928876141107,104.67042623760916,0.21372994371614154,0.0,0.0,NaN,NaN,NaN,NaN,NaN,NaN,0.0,0.005,0.0,0.015625,0.0,15.625,150057.0,147706.0,19665.0,NaN,NaN,?,?,?,?
'Suite_en_la_energy_pas-weka.filters.unsupervised.attribute.Remove-R33-39,41-45',1,1,weka.classifiers.functions.SMOreg,'-C 1.0 -N 0 -I \"weka.classifiers.functions.supportVector.RegSMOImproved -T 0.001 -V -P 1.0E-12 -L 0.001 -W 1\" -K \"weka.classifiers.functions.supportVector.PolyKernel -E 1.0 -C 250007\"',-7149606251113102827,2.01706091013E7,490.0,55.0,0.07591411565882017,0.09845796977035068,109.56907484404661,110.34937822417818,0.02929239329529933,0.0,0.0,NaN,NaN,NaN,NaN,NaN,NaN,0.239,0.0,0.234375,0.0,234.375,0.0,309056.0,147413.0,19958.0,NaN,NaN,?,?,119805.0,9005098.0
'Suite_en_la_energy_pas-weka.filters.unsupervised.attribute.Remove-R33-39,41-45',1,2,weka.classifiers.functions.SMOreg,'-C 1.0 -N 0 -I \"weka.classifiers.functions.supportVector.RegSMOImproved -T 0.001 -V -P 1.0E-12 -L 0.001 -W 1\" -K \"weka.classifiers.functions.supportVector.PolyKernel -E 1.0 -C 250007\"',-7149606251113102827,2.01706091013E7,490.0,55.0,0.058638892127291224,0.08366660387800415,104.34650018284329,105.60333933782728,0.04925546480143705,0.0,0.0,NaN,NaN,NaN,NaN,NaN,NaN,0.22,0.0,0.21875,0.0,218.75,0.0,309056.0,147413.0,19958.0,NaN,NaN,?,?,119805.0,8014494.0
'Suite_en_la_energy_pas-weka.filters.unsupervised.attribute.Remove-R33-39,41-45',1,3,weka.classifiers.functions.SMOreg,'-C 1.0 -N 0 -I \"weka.classifiers.functions.supportVector.RegSMOImproved -T 0.001 -V -P 1.0E-12 -L 0.001 -W 1\" -K \"weka.classifiers.functions.supportVector.PolyKernel -E 1.0 -C 250007\"',-7149606251113102827,2.01706091013E7,490.0,55.0,0.06543503550811647,0.08322571116823986,97.98860133579034,101.66142680570753,0.2828918564076609,0.0,0.0,NaN,NaN,NaN,NaN,NaN,NaN,0.214,0.0,0.203125,0.0,203.125,0.0,309056.0,147413.0,19958.0,NaN,NaN,?,?,119805.0,7938258.0
'Suite_en_la_energy_pas-weka.filters.unsupervised.attribute.Remove-R33-39,41-45',1,4,weka.classifiers.functions.SMOreg,'-C 1.0 -N 0 -I \"weka.classifiers.functions.supportVector.RegSMOImproved -T 0.001 -V -P 1.0E-12 -L 0.001 -W 1\" -K \"weka.classifiers.functions.supportVector.PolyKernel -E 1.0 -C 250007\"',-7149606251113102827,2.01706091013E7,490.0,55.0,0.053986707357727315,0.07525391538707565,108.20878239607067,104.42621619706573,0.21215141691596628,0.0,0.0,NaN,NaN,NaN,NaN,NaN,NaN,0.202,0.0,0.203125,0.0,203.125,0.0,309056.0,147413.0,19958.0,NaN,NaN,?,?,119805.0,7420872.0
'Suite_en_la_energy_pas-weka.filters.unsupervised.attribute.Remove-R33-39,41-45',1,5,weka.classifiers.functions.SMOreg,'-C 1.0 -N 0 -I \"weka.classifiers.functions.supportVector.RegSMOImproved -T 0.001 -V -P 1.0E-12 -L 0.001 -W 1\" -K \"weka.classifiers.functions.supportVector.PolyKernel -E 1.0 -C 250007\"',-7149606251113102827,2.01706091013E7,490.0,55.0,0.05479863966123803,0.06873551109044689,89.17046307411628,90.85479282004647,0.38868129226140413,0.0,0.0,NaN,NaN,NaN,NaN,NaN,NaN,0.254,0.0,0.25,0.0,250.0,0.0,309056.0,147413.0,19958.0,NaN,NaN,?,?,119805.0,9350184.0
'Suite_en_la_energy_pas-weka.filters.unsupervised.attribute.Remove-R33-39,41-45',1,6,weka.classifiers.functions.SMOreg,'-C 1.0 -N 0 -I \"weka.classifiers.functions.supportVector.RegSMOImproved -T 0.001 -V -P 1.0E-12 -L 0.001 -W 1\" -K \"weka.classifiers.functions.supportVector.PolyKernel -E 1.0 -C 250007\"',-7149606251113102827,2.01706091013E7,491.0,53.0,0.0692164299962456,0.08872958583832657,97.760846567378,95.45248432387051,0.3578096992354432,0.0,0.0,NaN,NaN,NaN,NaN,NaN,NaN,0.244,0.0,0.25,0.0,250.0,0.0,310246.0,147706.0,19665.0,NaN,NaN,?,?,120786.0,9073001.0
