Key_Dataset,Key_Run,Key_Scheme,Key_Scheme_options,Key_Scheme_version_ID,Date_time,Number_of_training_instances,Number_of_testing_instances,Mean_absolute_error,Root_mean_squared_error,Relative_absolute_error,Root_relative_squared_error,Correlation_coefficient,Number_unclassified,Percent_unclassified,SF_prior_entropy,SF_scheme_entropy,SF_entropy_gain,SF_mean_prior_entropy,SF_mean_scheme_entropy,SF_mean_entropy_gain,Elapsed_Time_training,Elapsed_Time_testing,UserCPU_Time_training,UserCPU_Time_testing,UserCPU_Time_millis_training,UserCPU_Time_millis_testing,Serialized_Model_Size,Serialized_Train_Set_Size,Serialized_Test_Set_Size,Coverage_of_Test_Cases_By_Regions,Size_of_Predicted_Regions,Summary,measureNumRules,measureKernelEvaluations,measureCacheHits
'Darn_that_dream_onset_pas-weka.filters.unsupervised.attribute.Remove-R33-37,39-45',1,weka.classifiers.lazy.IBk,'-K 2 -W 0 -A \"weka.core.neighboursearch.LinearNNSearch -A \\\"weka.core.EuclideanDistance -R first-last\\\"\"',-3080186098777067172,2.01706091033E7,213.0,111.0,0.644640774774775,0.8871904724926414,80.58988374736553,91.92492108290402,0.49034413863197457,0.0,0.0,NaN,NaN,NaN,NaN,NaN,NaN,0.0,0.005,0.0,0.0,0.0,0.0,69231.0,66635.0,36749.0,NaN,NaN,?,?,?,?
'Darn_that_dream_onset_pas-weka.filters.unsupervised.attribute.Remove-R33-37,39-45',1,weka.classifiers.lazy.IBk,'-K 4 -W 0 -A \"weka.core.neighboursearch.LinearNNSearch -A \\\"weka.core.EuclideanDistance -R first-last\\\"\"',-3080186098777067172,2.01706091033E7,213.0,111.0,0.6442725090090093,0.8894546075755496,80.54384493565436,92.15951607154565,0.43553388560479794,0.0,0.0,NaN,NaN,NaN,NaN,NaN,NaN,0.0,0.005,0.0,0.015625,0.0,15.625,69247.0,66635.0,36749.0,NaN,NaN,?,?,?,?
'Darn_that_dream_onset_pas-weka.filters.unsupervised.attribute.Remove-R33-37,39-45',1,weka.classifiers.lazy.IBk,'-K 8 -W 0 -A \"weka.core.neighboursearch.LinearNNSearch -A \\\"weka.core.EuclideanDistance -R first-last\\\"\"',-3080186098777067172,2.01706091033E7,213.0,111.0,0.6571138322072069,0.8759978394956953,82.14920529168624,90.76521306432777,0.4148294210288252,0.0,0.0,NaN,NaN,NaN,NaN,NaN,NaN,0.0,0.006,0.0,0.0,0.0,0.0,69279.0,66635.0,36749.0,NaN,NaN,?,?,?,?
'Darn_that_dream_onset_pas-weka.filters.unsupervised.attribute.Remove-R33-37,39-45',1,weka.classifiers.functions.SMOreg,'-C 1.0 -N 0 -I \"weka.classifiers.functions.supportVector.RegSMOImproved -T 0.001 -V -P 1.0E-12 -L 0.001 -W 1\" -K \"weka.classifiers.functions.supportVector.PolyKernel -E 1.0 -C 250007\"',-7149606251113102827,2.01706091033E7,213.0,111.0,0.6669531694969631,0.888815063534812,83.37927183317925,92.093250667107,0.5601004931196923,0.0,0.0,NaN,NaN,NaN,NaN,NaN,NaN,0.162,0.0,0.15625,0.0,156.25,0.0,177803.0,66635.0,36749.0,NaN,NaN,?,?,22791.0,6365824.0
'Darn_that_dream_onset_pas-weka.filters.unsupervised.attribute.Remove-R33-37,39-45',1,weka.classifiers.functions.MultilayerPerceptron,'-L 0.3 -M 0.2 -N 500 -V 0 -S 0 -E 20 -H a',-5990607817048210779,2.0170609103400003E7,213.0,111.0,0.7957393322787306,1.1472196503855747,99.4794974052866,118.86745754849774,0.38908166754832096,0.0,0.0,NaN,NaN,NaN,NaN,NaN,NaN,5.097,0.002,4.75,0.0,4750.0,0.0,197691.0,66635.0,36749.0,NaN,NaN,?,?,?,?
'Darn_that_dream_onset_pas-weka.filters.unsupervised.attribute.Remove-R33-37,39-45',1,weka.classifiers.functions.LinearRegression,'-S 0 -R 1.0E-8 -num-decimal-places 4',-3364580862046573747,2.0170609103400003E7,213.0,111.0,0.7081418389454387,0.9131041255153328,88.52848083833571,94.60992569345615,0.5062029757336226,0.0,0.0,NaN,NaN,NaN,NaN,NaN,NaN,0.027,0.0,0.015625,0.0,15.625,0.0,17479.0,66635.0,36749.0,NaN,NaN,?,?,?,?
'Suite_en_la_energy_pas-weka.filters.unsupervised.attribute.Remove-R33-39,41-45',1,weka.classifiers.trees.M5P,'-M 4.0',-6118439039768244417,2.0170609103400003E7,359.0,186.0,0.067043738184653,0.0908583699619413,94.06316668488537,95.19697020308269,0.3297335634026961,0.0,0.0,NaN,NaN,NaN,NaN,NaN,NaN,0.051,0.0,0.0625,0.0,62.5,0.0,25934.0,109030.0,58341.0,NaN,NaN,?,4.0,?,?
'Suite_en_la_energy_pas-weka.filters.unsupervised.attribute.Remove-R33-39,41-45',1,weka.classifiers.lazy.IBk,'-K 1 -W 0 -A \"weka.core.neighboursearch.LinearNNSearch -A \\\"weka.core.EuclideanDistance -R first-last\\\"\"',-3080186098777067172,2.0170609103400003E7,359.0,186.0,0.07839381720430107,0.10899656112016334,109.98746332495796,114.20128256253136,0.2995185330568993,0.0,0.0,NaN,NaN,NaN,NaN,NaN,NaN,0.001,0.009,0.0,0.015625,0.0,15.625,111325.0,109030.0,58341.0,NaN,NaN,?,?,?,?
'Suite_en_la_energy_pas-weka.filters.unsupervised.attribute.Remove-R33-39,41-45',1,weka.classifiers.lazy.IBk,'-K 2 -W 0 -A \"weka.core.neighboursearch.LinearNNSearch -A \\\"weka.core.EuclideanDistance -R first-last\\\"\"',-3080186098777067172,2.0170609103400003E7,359.0,186.0,0.07284946236559138,0.1010799381571312,102.20866716181261,105.90663100058396,0.2659923913543257,0.0,0.0,NaN,NaN,NaN,NaN,NaN,NaN,0.0,0.01,0.0,0.015625,0.0,15.625,111333.0,109030.0,58341.0,NaN,NaN,?,?,?,?
'Suite_en_la_energy_pas-weka.filters.unsupervised.attribute.Remove-R33-39,41-45',1,weka.classifiers.lazy.IBk,'-K 4 -W 0 -A \"weka.core.neighboursearch.LinearNNSearch -A \\\"weka.core.EuclideanDistance -R first-last\\\"\"',-3080186098777067172,2.0170609103400003E7,359.0,186.0,0.07163978494623656,0.09620388418348423,100.51147527167184,100.79773938132718,0.2742910288284157,0.0,0.0,NaN,NaN,NaN,NaN,NaN,NaN,0.0,0.012,0.0,0.015625,0.0,15.625,111349.0,109030.0,58341.0,NaN,NaN,?,?,?,?
