Key_Dataset,Key_Run,Key_Scheme,Key_Scheme_options,Key_Scheme_version_ID,Date_time,Number_of_training_instances,Number_of_testing_instances,Mean_absolute_error,Root_mean_squared_error,Relative_absolute_error,Root_relative_squared_error,Correlation_coefficient,Number_unclassified,Percent_unclassified,SF_prior_entropy,SF_scheme_entropy,SF_entropy_gain,SF_mean_prior_entropy,SF_mean_scheme_entropy,SF_mean_entropy_gain,Elapsed_Time_training,Elapsed_Time_testing,UserCPU_Time_training,UserCPU_Time_testing,UserCPU_Time_millis_training,UserCPU_Time_millis_testing,Serialized_Model_Size,Serialized_Train_Set_Size,Serialized_Test_Set_Size,Coverage_of_Test_Cases_By_Regions,Size_of_Predicted_Regions,Summary,measureNumRules,measureKernelEvaluations,measureCacheHits
'Suite_en_la_energy_pas-weka.filters.unsupervised.attribute.Remove-R33-40,42-45',1,weka.classifiers.lazy.IBk,'-K 1 -W 0 -A \"weka.core.neighboursearch.LinearNNSearch -A \\\"weka.core.EuclideanDistance -R first-last\\\"\"',-3080186098777067172,2.0170531143E7,359.0,186.0,6.225806451612903,8.82932552618329,114.91238981350172,122.39101166302497,0.21086123640378274,0.0,0.0,NaN,NaN,NaN,NaN,NaN,NaN,0.0,0.008,0.0,0.015625,0.0,15.625,111618.0,109030.0,58341.0,NaN,NaN,?,?,?,?
'Suite_en_la_energy_pas-weka.filters.unsupervised.attribute.Remove-R33-40,42-45',1,weka.classifiers.lazy.IBk,'-K 2 -W 0 -A \"weka.core.neighboursearch.LinearNNSearch -A \\\"weka.core.EuclideanDistance -R first-last\\\"\"',-3080186098777067172,2.0170531143E7,359.0,186.0,5.483870967741935,7.877250489150209,101.21816719323986,109.19346598232313,0.17164839470039894,0.0,0.0,NaN,NaN,NaN,NaN,NaN,NaN,0.0,0.01,0.0,0.015625,0.0,15.625,111626.0,109030.0,58341.0,NaN,NaN,?,?,?,?
'Suite_en_la_energy_pas-weka.filters.unsupervised.attribute.Remove-R33-40,42-45',1,weka.classifiers.lazy.IBk,'-K 4 -W 0 -A \"weka.core.neighboursearch.LinearNNSearch -A \\\"weka.core.EuclideanDistance -R first-last\\\"\"',-3080186098777067172,2.0170531143E7,359.0,186.0,5.400537634408602,7.637802138401881,99.6800479858916,105.8742627428205,0.1472210518511536,0.0,0.0,NaN,NaN,NaN,NaN,NaN,NaN,0.0,0.012,0.0,0.015625,0.0,15.625,111642.0,109030.0,58341.0,NaN,NaN,?,?,?,?
'Suite_en_la_energy_pas-weka.filters.unsupervised.attribute.Remove-R33-40,42-45',1,weka.classifiers.lazy.IBk,'-K 8 -W 0 -A \"weka.core.neighboursearch.LinearNNSearch -A \\\"weka.core.EuclideanDistance -R first-last\\\"\"',-3080186098777067172,2.0170531143E7,359.0,186.0,5.553763440860215,7.682764189495721,102.50820265746744,106.49752109970188,0.05532305302867458,0.0,0.0,NaN,NaN,NaN,NaN,NaN,NaN,0.0,0.016,0.0,0.015625,0.0,15.625,111674.0,109030.0,58341.0,NaN,NaN,?,?,?,?
'Suite_en_la_energy_pas-weka.filters.unsupervised.attribute.Remove-R33-40,42-45',1,weka.classifiers.functions.SMOreg,'-C 1.0 -N 0 -I \"weka.classifiers.functions.supportVector.RegSMOImproved -T 0.001 -V -P 1.0E-12 -L 0.001 -W 1\" -K \"weka.classifiers.functions.supportVector.PolyKernel -E 1.0 -C 250007\"',-7149606251113102827,2.0170531143E7,359.0,186.0,5.795129002003233,7.864364905909233,106.96319072450503,109.01484763100578,0.11179840051830402,0.0,0.0,NaN,NaN,NaN,NaN,NaN,NaN,0.154,0.0,0.15625,0.0,156.25,0.0,231706.0,109030.0,58341.0,NaN,NaN,?,?,64620.0,5592991.0
'Suite_en_la_energy_pas-weka.filters.unsupervised.attribute.Remove-R33-40,42-45',1,weka.classifiers.functions.MultilayerPerceptron,'-L 0.3 -M 0.2 -N 500 -V 0 -S 0 -E 20 -H a',-5990607817048210779,2.01705311431E7,359.0,186.0,9.315827433391277,12.661993130947124,171.94623729169084,175.51897303720736,0.2316110768710619,0.0,0.0,NaN,NaN,NaN,NaN,NaN,NaN,5.169,0.002,4.984375,0.0,4984.375,0.0,138321.0,109030.0,58341.0,NaN,NaN,?,?,?,?
'Suite_en_la_energy_pas-weka.filters.unsupervised.attribute.Remove-R33-40,42-45',1,weka.classifiers.functions.LinearRegression,'-S 0 -R 1.0E-8 -num-decimal-places 4',-3364580862046573747,2.01705311431E7,359.0,186.0,5.652792600671549,7.499370720797286,104.33602649098789,103.9553436593266,0.11953539511221535,0.0,0.0,NaN,NaN,NaN,NaN,NaN,NaN,0.014,0.0,0.015625,0.0,15.625,0.0,14555.0,109030.0,58341.0,NaN,NaN,?,?,?,?
'Suite_en_la_onset_pas-weka.filters.unsupervised.attribute.Remove-R33-37,39-45',1,weka.classifiers.trees.M5P,'-M 4.0',-6118439039768244417,2.01705311431E7,359.0,186.0,0.6636151707215322,0.9519098725372208,54.197221078595916,60.85172566746107,0.7925839277517308,0.0,0.0,NaN,NaN,NaN,NaN,NaN,NaN,0.042,0.0,0.046875,0.0,46.875,0.0,57394.0,109028.0,58339.0,NaN,NaN,?,26.0,?,?
'Suite_en_la_onset_pas-weka.filters.unsupervised.attribute.Remove-R33-37,39-45',1,weka.classifiers.lazy.IBk,'-K 1 -W 0 -A \"weka.core.neighboursearch.LinearNNSearch -A \\\"weka.core.EuclideanDistance -R first-last\\\"\"',-3080186098777067172,2.01705311431E7,359.0,186.0,1.3289498924731182,1.8572636523599872,108.53487729406557,118.72730972347131,0.36505331664143637,0.0,0.0,NaN,NaN,NaN,NaN,NaN,NaN,0.0,0.008,0.0,0.015625,0.0,15.625,111616.0,109028.0,58339.0,NaN,NaN,?,?,?,?
'Suite_en_la_onset_pas-weka.filters.unsupervised.attribute.Remove-R33-37,39-45',1,weka.classifiers.lazy.IBk,'-K 2 -W 0 -A \"weka.core.neighboursearch.LinearNNSearch -A \\\"weka.core.EuclideanDistance -R first-last\\\"\"',-3080186098777067172,2.01705311431E7,359.0,186.0,1.1095151586021508,1.5196183257746299,90.61371860355975,97.14301757666507,0.5053453533664782,0.0,0.0,NaN,NaN,NaN,NaN,NaN,NaN,0.0,0.011,0.0,0.015625,0.0,15.625,111624.0,109028.0,58339.0,NaN,NaN,?,?,?,?
'Suite_en_la_onset_pas-weka.filters.unsupervised.attribute.Remove-R33-37,39-45',1,weka.classifiers.lazy.IBk,'-K 4 -W 0 -A \"weka.core.neighboursearch.LinearNNSearch -A \\\"weka.core.EuclideanDistance -R first-last\\\"\"',-3080186098777067172,2.01705311431E7,359.0,186.0,1.1111925645161305,1.4263063827123346,90.75071176340516,91.17796466089914,0.4835128732196739,0.0,0.0,NaN,NaN,NaN,NaN,NaN,NaN,0.0,0.011,0.0,0.015625,0.0,15.625,111640.0,109028.0,58339.0,NaN,NaN,?,?,?,?
'Suite_en_la_onset_pas-weka.filters.unsupervised.attribute.Remove-R33-37,39-45',1,weka.classifiers.lazy.IBk,'-K 8 -W 0 -A \"weka.core.neighboursearch.LinearNNSearch -A \\\"weka.core.EuclideanDistance -R first-last\\\"\"',-3080186098777067172,2.01705311431E7,359.0,186.0,1.0285642459677422,1.2942097692891144,84.00248561473141,82.73356554966274,0.5612540892662929,0.0,0.0,NaN,NaN,NaN,NaN,NaN,NaN,0.0,0.013,0.0,0.0,0.0,0.0,111672.0,109028.0,58339.0,NaN,NaN,?,?,?,?
'Suite_en_la_onset_pas-weka.filters.unsupervised.attribute.Remove-R33-37,39-45',1,weka.classifiers.functions.SMOreg,'-C 1.0 -N 0 -I \"weka.classifiers.functions.supportVector.RegSMOImproved -T 0.001 -V -P 1.0E-12 -L 0.001 -W 1\" -K \"weka.classifiers.functions.supportVector.PolyKernel -E 1.0 -C 250007\"',-7149606251113102827,2.01705311431E7,359.0,186.0,1.0734683770031668,1.399510887480729,87.66979043903655,89.46503765803975,0.4526655760994548,0.0,0.0,NaN,NaN,NaN,NaN,NaN,NaN,0.119,0.001,0.109375,0.0,109.375,0.0,231701.0,109028.0,58339.0,NaN,NaN,?,?,64620.0,5087310.0
'Suite_en_la_onset_pas-weka.filters.unsupervised.attribute.Remove-R33-37,39-45',1,weka.classifiers.functions.MultilayerPerceptron,'-L 0.3 -M 0.2 -N 500 -V 0 -S 0 -E 20 -H a',-5990607817048210779,2.01705311431E7,359.0,186.0,1.386184213939972,1.9605324008567928,113.20918449902268,125.32886070518353,0.44185678573326037,0.0,0.0,NaN,NaN,NaN,NaN,NaN,NaN,5.175,0.001,4.9375,0.0,4937.5,0.0,138318.0,109028.0,58339.0,NaN,NaN,?,?,?,?
'Suite_en_la_onset_pas-weka.filters.unsupervised.attribute.Remove-R33-37,39-45',1,weka.classifiers.functions.LinearRegression,'-S 0 -R 1.0E-8 -num-decimal-places 4',-3364580862046573747,2.01705311431E7,359.0,186.0,1.0868463785564666,1.372226116348971,88.76236719099002,87.72083323731685,0.48819065263942096,0.0,0.0,NaN,NaN,NaN,NaN,NaN,NaN,0.012,0.0,0.015625,0.0,15.625,0.0,14659.0,109028.0,58339.0,NaN,NaN,?,?,?,?
'Suite_en_la_v2_energy_pas-weka.filters.unsupervised.attribute.Remove-R33-39,41-45',1,weka.classifiers.trees.M5P,'-M 4.0',-6118439039768244417,2.01705311431E7,359.0,186.0,0.067043738184653,0.0908583699619413,94.06316668488537,95.19697020308269,0.3297335634026961,0.0,0.0,NaN,NaN,NaN,NaN,NaN,NaN,0.051,0.0,0.046875,0.0,46.875,0.0,25949.0,109033.0,58344.0,NaN,NaN,?,4.0,?,?
'Suite_en_la_v2_energy_pas-weka.filters.unsupervised.attribute.Remove-R33-39,41-45',1,weka.classifiers.lazy.IBk,'-K 1 -W 0 -A \"weka.core.neighboursearch.LinearNNSearch -A \\\"weka.core.EuclideanDistance -R first-last\\\"\"',-3080186098777067172,2.01705311431E7,359.0,186.0,0.07839381720430107,0.10899656112016334,109.98746332495796,114.20128256253136,0.2995185330568993,0.0,0.0,NaN,NaN,NaN,NaN,NaN,NaN,0.0,0.008,0.0,0.0,0.0,0.0,111328.0,109033.0,58344.0,NaN,NaN,?,?,?,?
'Suite_en_la_v2_energy_pas-weka.filters.unsupervised.attribute.Remove-R33-39,41-45',1,weka.classifiers.lazy.IBk,'-K 2 -W 0 -A \"weka.core.neighboursearch.LinearNNSearch -A \\\"weka.core.EuclideanDistance -R first-last\\\"\"',-3080186098777067172,2.01705311431E7,359.0,186.0,0.07284946236559138,0.1010799381571312,102.20866716181261,105.90663100058396,0.2659923913543257,0.0,0.0,NaN,NaN,NaN,NaN,NaN,NaN,0.0,0.011,0.0,0.015625,0.0,15.625,111336.0,109033.0,58344.0,NaN,NaN,?,?,?,?
'Suite_en_la_v2_energy_pas-weka.filters.unsupervised.attribute.Remove-R33-39,41-45',1,weka.classifiers.lazy.IBk,'-K 4 -W 0 -A \"weka.core.neighboursearch.LinearNNSearch -A \\\"weka.core.EuclideanDistance -R first-last\\\"\"',-3080186098777067172,2.01705311431E7,359.0,186.0,0.07163978494623656,0.09620388418348423,100.51147527167184,100.79773938132718,0.2742910288284157,0.0,0.0,NaN,NaN,NaN,NaN,NaN,NaN,0.0,0.012,0.0,0.0,0.0,0.0,111352.0,109033.0,58344.0,NaN,NaN,?,?,?,?
'Suite_en_la_v2_energy_pas-weka.filters.unsupervised.attribute.Remove-R33-39,41-45',1,weka.classifiers.lazy.IBk,'-K 8 -W 0 -A \"weka.core.neighboursearch.LinearNNSearch -A \\\"weka.core.EuclideanDistance -R first-last\\\"\"',-3080186098777067172,2.01705311431E7,359.0,186.0,0.06900201612903228,0.09093110266453186,96.81065406678152,95.27317598273956,0.31440088872064287,0.0,0.0,NaN,NaN,NaN,NaN,NaN,NaN,0.0,0.017,0.0,0.015625,0.0,15.625,111384.0,109033.0,58344.0,NaN,NaN,?,?,?,?
'Suite_en_la_v2_energy_pas-weka.filters.unsupervised.attribute.Remove-R33-39,41-45',1,weka.classifiers.functions.SMOreg,'-C 1.0 -N 0 -I \"weka.classifiers.functions.supportVector.RegSMOImproved -T 0.001 -V -P 1.0E-12 -L 0.001 -W 1\" -K \"weka.classifiers.functions.supportVector.PolyKernel -E 1.0 -C 250007\"',-7149606251113102827,2.01705311431E7,359.0,186.0,0.06976417403228352,0.09735748813207436,97.8799707223694,102.00642935415077,0.1863684496449891,0.0,0.0,NaN,NaN,NaN,NaN,NaN,NaN,0.14,0.0,0.140625,0.0,140.625,0.0,231123.0,109033.0,58344.0,NaN,NaN,?,?,64261.0,5345697.0
'Suite_en_la_v2_energy_pas-weka.filters.unsupervised.attribute.Remove-R33-39,41-45',1,weka.classifiers.functions.MultilayerPerceptron,'-L 0.3 -M 0.2 -N 500 -V 0 -S 0 -E 20 -H a',-5990607817048210779,2.01705311431E7,359.0,186.0,0.10156781127666814,0.13852502917941326,142.500854227773,145.13977172050954,0.2060927686274834,0.0,0.0,NaN,NaN,NaN,NaN,NaN,NaN,4.766,0.002,4.734375,0.0,4734.375,0.0,138327.0,109033.0,58344.0,NaN,NaN,?,?,?,?
'Suite_en_la_v2_energy_pas-weka.filters.unsupervised.attribute.Remove-R33-39,41-45',1,weka.classifiers.functions.LinearRegression,'-S 0 -R 1.0E-8 -num-decimal-places 4',-3364580862046573747,2.01705311431E7,359.0,186.0,0.07061320633041607,0.09394150411689192,99.07117319321216,98.4273278509679,0.22868813115524483,0.0,0.0,NaN,NaN,NaN,NaN,NaN,NaN,0.013,0.0,0.015625,0.0,15.625,0.0,14590.0,109033.0,58344.0,NaN,NaN,?,?,?,?
'Suite_en_la_v2_onset_pas-weka.filters.unsupervised.attribute.Remove-R33-37,39-45',1,weka.classifiers.trees.M5P,'-M 4.0',-6118439039768244417,2.01705311431E7,359.0,186.0,0.4859530405053672,0.665531785826427,73.10398267369278,73.73044805848518,0.6748204546993485,0.0,0.0,NaN,NaN,NaN,NaN,NaN,NaN,0.038,0.001,0.03125,0.0,31.25,0.0,32982.0,109031.0,58342.0,NaN,NaN,?,9.0,?,?
'Suite_en_la_v2_onset_pas-weka.filters.unsupervised.attribute.Remove-R33-37,39-45',1,weka.classifiers.lazy.IBk,'-K 1 -W 0 -A \"weka.core.neighboursearch.LinearNNSearch -A \\\"weka.core.EuclideanDistance -R first-last\\\"\"',-3080186098777067172,2.01705311431E7,359.0,186.0,0.7529104086021505,1.0753759388741262,113.26351494386145,119.13473029097676,0.31634447005402616,0.0,0.0,NaN,NaN,NaN,NaN,NaN,NaN,0.0,0.008,0.0,0.0,0.0,0.0,111619.0,109031.0,58342.0,NaN,NaN,?,?,?,?
'Suite_en_la_v2_onset_pas-weka.filters.unsupervised.attribute.Remove-R33-37,39-45',1,weka.classifiers.lazy.IBk,'-K 2 -W 0 -A \"weka.core.neighboursearch.LinearNNSearch -A \\\"weka.core.EuclideanDistance -R first-last\\\"\"',-3080186098777067172,2.01705311431E7,359.0,186.0,0.6466330241935484,0.8809902930429293,97.27575600251981,97.59985987832599,0.43177314313359344,0.0,0.0,NaN,NaN,NaN,NaN,NaN,NaN,0.0,0.01,0.0,0.0,0.0,0.0,111627.0,109031.0,58342.0,NaN,NaN,?,?,?,?
'Suite_en_la_v2_onset_pas-weka.filters.unsupervised.attribute.Remove-R33-37,39-45',1,weka.classifiers.lazy.IBk,'-K 4 -W 0 -A \"weka.core.neighboursearch.LinearNNSearch -A \\\"weka.core.EuclideanDistance -R first-last\\\"\"',-3080186098777067172,2.01705311431E7,359.0,186.0,0.6154979032258063,0.8275360147592387,92.59196733561053,91.6779670815673,0.43556893603187374,0.0,0.0,NaN,NaN,NaN,NaN,NaN,NaN,0.0,0.012,0.0,0.0,0.0,0.0,111643.0,109031.0,58342.0,NaN,NaN,?,?,?,?
'Suite_en_la_v2_onset_pas-weka.filters.unsupervised.attribute.Remove-R33-37,39-45',1,weka.classifiers.lazy.IBk,'-K 8 -W 0 -A \"weka.core.neighboursearch.LinearNNSearch -A \\\"weka.core.EuclideanDistance -R first-last\\\"\"',-3080186098777067172,2.01705311431E7,359.0,186.0,0.6096334220430105,0.8238240810876766,91.70974848925563,91.26674324734006,0.41977287052058226,0.0,0.0,NaN,NaN,NaN,NaN,NaN,NaN,0.0,0.013,0.0,0.015625,0.0,15.625,111675.0,109031.0,58342.0,NaN,NaN,?,?,?,?
'Suite_en_la_v2_onset_pas-weka.filters.unsupervised.attribute.Remove-R33-37,39-45',1,weka.classifiers.functions.SMOreg,'-C 1.0 -N 0 -I \"weka.classifiers.functions.supportVector.RegSMOImproved -T 0.001 -V -P 1.0E-12 -L 0.001 -W 1\" -K \"weka.classifiers.functions.supportVector.PolyKernel -E 1.0 -C 250007\"',-7149606251113102827,2.01705311431E7,359.0,186.0,0.5941016328338466,0.86338197657171,89.37323538079279,95.64913552431715,0.34919940289804147,0.0,0.0,NaN,NaN,NaN,NaN,NaN,NaN,0.13,0.0,0.125,0.0,125.0,0.0,231713.0,109031.0,58342.0,NaN,NaN,?,?,64620.0,5895356.0
'Suite_en_la_v2_onset_pas-weka.filters.unsupervised.attribute.Remove-R33-37,39-45',1,weka.classifiers.functions.MultilayerPerceptron,'-L 0.3 -M 0.2 -N 500 -V 0 -S 0 -E 20 -H a',-5990607817048210779,2.01705311431E7,359.0,186.0,0.9279055186992958,1.2392458720077948,139.5887736215698,137.28893997798107,0.3855968482678669,0.0,0.0,NaN,NaN,NaN,NaN,NaN,NaN,4.853,0.002,4.796875,0.0,4796.875,0.0,138324.0,109031.0,58342.0,NaN,NaN,?,?,?,?
