Key_Dataset,Key_Run,Key_Scheme,Key_Scheme_options,Key_Scheme_version_ID,Date_time,Number_of_training_instances,Number_of_testing_instances,Mean_absolute_error,Root_mean_squared_error,Relative_absolute_error,Root_relative_squared_error,Correlation_coefficient,Number_unclassified,Percent_unclassified,SF_prior_entropy,SF_scheme_entropy,SF_entropy_gain,SF_mean_prior_entropy,SF_mean_scheme_entropy,SF_mean_entropy_gain,Elapsed_Time_training,Elapsed_Time_testing,UserCPU_Time_training,UserCPU_Time_testing,UserCPU_Time_millis_training,UserCPU_Time_millis_testing,Serialized_Model_Size,Serialized_Train_Set_Size,Serialized_Test_Set_Size,Coverage_of_Test_Cases_By_Regions,Size_of_Predicted_Regions,Summary,measureNumRules,measureKernelEvaluations,measureCacheHits
'Suite_en_la_v2_onset_pas-weka.filters.unsupervised.attribute.Remove-R33-37,39-45',1,weka.classifiers.functions.LinearRegression,'-S 0 -R 1.0E-8 -num-decimal-places 4',-3364580862046573747,2.0170608103800002E7,359.0,186.0,1.0868463785564666,1.372226116348971,88.76236719099002,87.72083323731685,0.48819065263942096,0.0,0.0,NaN,NaN,NaN,NaN,NaN,NaN,0.014,0.0,0.015625,0.0,15.625,0.0,14668.0,109031.0,58342.0,NaN,NaN,?,?,?,?
'All_energy_pas-weka.filters.unsupervised.attribute.Remove-R33-39,41-45',1,weka.classifiers.trees.M5P,'-M 4.0',-6118439039768244417,2.0170608103800002E7,934.0,480.0,0.06512543541428358,0.08469603308267984,100.4303450872146,99.2736153944005,0.2672439244168695,0.0,0.0,NaN,NaN,NaN,NaN,NaN,NaN,0.23,0.0,0.21875,0.0,218.75,0.0,39664.0,277936.0,144914.0,NaN,NaN,?,8.0,?,?
'All_energy_pas-weka.filters.unsupervised.attribute.Remove-R33-39,41-45',1,weka.classifiers.lazy.IBk,'-K 1 -W 0 -A \"weka.core.neighboursearch.LinearNNSearch -A \\\"weka.core.EuclideanDistance -R first-last\\\"\"',-3080186098777067172,2.0170608103800002E7,934.0,480.0,0.07810756249999992,0.10834428102304253,120.45016522186225,126.99211631275197,0.1832997136253682,0.0,0.0,NaN,NaN,NaN,NaN,NaN,NaN,0.0,0.054,0.0,0.046875,0.0,46.875,279938.0,277936.0,144914.0,NaN,NaN,?,?,?,?
'All_energy_pas-weka.filters.unsupervised.attribute.Remove-R33-39,41-45',1,weka.classifiers.lazy.IBk,'-K 2 -W 0 -A \"weka.core.neighboursearch.LinearNNSearch -A \\\"weka.core.EuclideanDistance -R first-last\\\"\"',-3080186098777067172,2.0170608103800002E7,934.0,480.0,0.06918050277777772,0.09432961138474608,106.68369006797306,110.56529119576385,0.2382558965695311,0.0,0.0,NaN,NaN,NaN,NaN,NaN,NaN,0.0,0.065,0.0,0.0625,0.0,62.5,279946.0,277936.0,144914.0,NaN,NaN,?,?,?,?
'All_energy_pas-weka.filters.unsupervised.attribute.Remove-R33-39,41-45',1,weka.classifiers.lazy.IBk,'-K 4 -W 0 -A \"weka.core.neighboursearch.LinearNNSearch -A \\\"weka.core.EuclideanDistance -R first-last\\\"\"',-3080186098777067172,2.0170608103800002E7,934.0,480.0,0.06870237604166665,0.0905321697992175,105.94636780981698,106.1142473661614,0.23404765857149068,0.0,0.0,NaN,NaN,NaN,NaN,NaN,NaN,0.0,0.078,0.0,0.078125,0.0,78.125,279962.0,277936.0,144914.0,NaN,NaN,?,?,?,?
'All_energy_pas-weka.filters.unsupervised.attribute.Remove-R33-39,41-45',1,weka.classifiers.lazy.IBk,'-K 8 -W 0 -A \"weka.core.neighboursearch.LinearNNSearch -A \\\"weka.core.EuclideanDistance -R first-last\\\"\"',-3080186098777067172,2.0170608103800002E7,934.0,480.0,0.06589920248842593,0.08735216958301284,101.62357617701701,102.38691673534616,0.2077367024342115,0.0,0.0,NaN,NaN,NaN,NaN,NaN,NaN,0.0,0.087,0.0,0.09375,0.0,93.75,279994.0,277936.0,144914.0,NaN,NaN,?,?,?,?
'All_energy_pas-weka.filters.unsupervised.attribute.Remove-R33-39,41-45',1,weka.classifiers.functions.SMOreg,'-C 1.0 -N 0 -I \"weka.classifiers.functions.supportVector.RegSMOImproved -T 0.001 -V -P 1.0E-12 -L 0.001 -W 1\" -K \"weka.classifiers.functions.supportVector.PolyKernel -E 1.0 -C 250007\"',-7149606251113102827,2.0170608103800002E7,934.0,480.0,0.06710326005675954,0.08888882739480025,103.48036095432225,104.1880586666485,0.15865624434514666,0.0,0.0,NaN,NaN,NaN,NaN,NaN,NaN,1.579,0.001,1.53125,0.015625,1531.25,15.625,731840.0,277936.0,144914.0,NaN,NaN,?,?,434778.0,4.0182087E7
'All_energy_pas-weka.filters.unsupervised.attribute.Remove-R33-39,41-45',1,weka.classifiers.functions.MultilayerPerceptron,'-L 0.3 -M 0.2 -N 500 -V 0 -S 0 -E 20 -H a',-5990607817048210779,2.01706081039E7,934.0,480.0,0.11020272318463849,0.13954098597020023,169.94431512939443,163.5582880184969,0.1577297216907058,0.0,0.0,NaN,NaN,NaN,NaN,NaN,NaN,24.449,0.012,23.65625,0.0,23656.25,0.0,203563.0,277936.0,144914.0,NaN,NaN,?,?,?,?
'All_energy_pas-weka.filters.unsupervised.attribute.Remove-R33-39,41-45',1,weka.classifiers.functions.LinearRegression,'-S 0 -R 1.0E-8 -num-decimal-places 4',-3364580862046573747,2.01706081039E7,934.0,480.0,0.06684915453953903,0.08611732518490907,103.08850323205627,100.93953527735493,0.19671713259272272,0.0,0.0,NaN,NaN,NaN,NaN,NaN,NaN,0.08,0.0,0.078125,0.0,78.125,0.0,18090.0,277936.0,144914.0,NaN,NaN,?,?,?,?
'All_onset_pas-weka.filters.unsupervised.attribute.Remove-R33-37,39-45',1,weka.classifiers.trees.M5P,'-M 4.0',-6118439039768244417,2.01706081039E7,934.0,480.0,0.818085299093663,1.0347285368872197,82.01117792499119,80.66671094547873,0.596866568787244,0.0,0.0,NaN,NaN,NaN,NaN,NaN,NaN,0.199,0.0,0.203125,0.0,203.125,0.0,43299.0,277934.0,144912.0,NaN,NaN,?,10.0,?,?
'All_onset_pas-weka.filters.unsupervised.attribute.Remove-R33-37,39-45',1,weka.classifiers.lazy.IBk,'-K 1 -W 0 -A \"weka.core.neighboursearch.LinearNNSearch -A \\\"weka.core.EuclideanDistance -R first-last\\\"\"',-3080186098777067172,2.01706081039E7,934.0,480.0,1.1849949885416657,1.5265704004855973,118.79303411658903,119.01035763867928,0.30963650169079165,0.0,0.0,NaN,NaN,NaN,NaN,NaN,NaN,0.0,0.049,0.0,0.046875,0.0,46.875,280522.0,277934.0,144912.0,NaN,NaN,?,?,?,?
'All_onset_pas-weka.filters.unsupervised.attribute.Remove-R33-37,39-45',1,weka.classifiers.lazy.IBk,'-K 2 -W 0 -A \"weka.core.neighboursearch.LinearNNSearch -A \\\"weka.core.EuclideanDistance -R first-last\\\"\"',-3080186098777067172,2.01706081039E7,934.0,480.0,1.025402410069446,1.3088761859522127,102.7942435710388,102.03906937103812,0.3831020918567932,0.0,0.0,NaN,NaN,NaN,NaN,NaN,NaN,0.0,0.063,0.0,0.0625,0.0,62.5,280530.0,277934.0,144912.0,NaN,NaN,?,?,?,?
'All_onset_pas-weka.filters.unsupervised.attribute.Remove-R33-37,39-45',1,weka.classifiers.lazy.IBk,'-K 4 -W 0 -A \"weka.core.neighboursearch.LinearNNSearch -A \\\"weka.core.EuclideanDistance -R first-last\\\"\"',-3080186098777067172,2.01706081039E7,934.0,480.0,0.9723263018749991,1.2434117513655305,97.47348526194403,96.93550796941742,0.36978667260653475,0.0,0.0,NaN,NaN,NaN,NaN,NaN,NaN,0.0,0.074,0.0,0.078125,0.0,78.125,280546.0,277934.0,144912.0,NaN,NaN,?,?,?,?
'All_onset_pas-weka.filters.unsupervised.attribute.Remove-R33-37,39-45',1,weka.classifiers.lazy.IBk,'-K 8 -W 0 -A \"weka.core.neighboursearch.LinearNNSearch -A \\\"weka.core.EuclideanDistance -R first-last\\\"\"',-3080186098777067172,2.01706081039E7,934.0,480.0,0.962483576417824,1.2279970815018273,96.48677457342598,95.7337911191641,0.34821126169569744,0.0,0.0,NaN,NaN,NaN,NaN,NaN,NaN,0.0,0.083,0.0,0.09375,0.0,93.75,280578.0,277934.0,144912.0,NaN,NaN,?,?,?,?
'All_onset_pas-weka.filters.unsupervised.attribute.Remove-R33-37,39-45',1,weka.classifiers.functions.SMOreg,'-C 1.0 -N 0 -I \"weka.classifiers.functions.supportVector.RegSMOImproved -T 0.001 -V -P 1.0E-12 -L 0.001 -W 1\" -K \"weka.classifiers.functions.supportVector.PolyKernel -E 1.0 -C 250007\"',-7149606251113102827,2.01706081039E7,934.0,480.0,0.9363366059712431,1.227965115042311,93.86560065932471,95.73129903640246,0.3396256029137162,0.0,0.0,NaN,NaN,NaN,NaN,NaN,NaN,1.571,0.0,1.578125,0.0,1578.125,0.0,733361.0,277934.0,144912.0,NaN,NaN,?,?,436645.0,4.8270166E7
'All_onset_pas-weka.filters.unsupervised.attribute.Remove-R33-37,39-45',1,weka.classifiers.functions.MultilayerPerceptron,'-L 0.3 -M 0.2 -N 500 -V 0 -S 0 -E 20 -H a',-5990607817048210779,2.01706081039E7,934.0,480.0,1.2206688242000459,1.5919107387184117,122.3692544528884,124.10424457559746,0.29969250409519677,0.0,0.0,NaN,NaN,NaN,NaN,NaN,NaN,24.366,0.011,23.8125,0.0,23812.5,0.0,203560.0,277934.0,144912.0,NaN,NaN,?,?,?,?
'All_onset_pas-weka.filters.unsupervised.attribute.Remove-R33-37,39-45',1,weka.classifiers.functions.LinearRegression,'-S 0 -R 1.0E-8 -num-decimal-places 4',-3364580862046573747,2.01706081039E7,934.0,480.0,0.9307889282790787,1.2033433151683774,93.30945867414705,93.81180078871424,0.3635782426238378,0.0,0.0,NaN,NaN,NaN,NaN,NaN,NaN,0.102,0.0,0.09375,0.0,93.75,0.0,17947.0,277934.0,144912.0,NaN,NaN,?,?,?,?
