@relation 'All_onset_5feat_pas-weka.filters.unsupervised.attribute.Remove-R33-37,39-45-weka.filters.unsupervised.attribute.Remove-R1-5,7,9,11-12,14-16,18-32'

@attribute onset_s numeric
@attribute measure numeric
@attribute pre_dur_s numeric
@attribute pre_ionset_s numeric
@attribute n_simult numeric
@attribute onset_dev numeric

@data
35.333333,18,0.220833,-0.166667,1,-0.373385
35.5,18,0.220833,-0.166667,0,-0.443906
35.666667,18,0.220833,-0.166667,0,-0.363083
35.833333,18,0.220833,-0.166667,0,-0.37651
36,18,0.220833,-0.166667,0,-0.399906
36.166667,19,0.665278,-0.166667,0,-0.387052
36.333333,19,0.220833,-0.166667,0,-0.393229
36.5,19,0.220833,-0.166667,2,-0.380375
36.666667,19,1.331944,-0.166667,1,-0.568708
36.833333,19,0.220833,-0.166667,1,-0.380042
37,19,0.220833,-0.166667,0,-0.396187
37.166667,19,0.220833,-0.166667,0,-0.373365
37.333333,19,0.220833,-0.166667,0,-0.406729
37.5,19,0.220833,-0.166667,0,-0.413812
37.666667,19,0.665278,-0.166667,0,-0.400052
37.833333,19,0.220833,-0.166667,0,-0.417104
38,19,0.220833,-0.166667,2,-0.393375
38.166667,20,1.331944,-0.166667,1,-0.394115
38.333333,20,0.220833,-0.166667,1,-0.413885
38.5,20,0.220833,-0.166667,0,0.236063
38.666667,20,0.220833,-0.166667,0,-0.097271
38.833333,20,0.220833,-0.166667,0,-0.430604
39,20,0.220833,-0.166667,0,-0.431344
39.166667,20,0.665278,-0.166667,0,-0.426646
39.333333,20,0.220833,-0.166667,0,-0.437354
39.5,20,0.220833,-0.166667,2,-0.427219
39.666667,20,1.331944,-0.166667,1,-0.083583
39.833333,20,0.220833,-0.166667,1,-0.080698
40,20,0.220833,-0.166667,0,-0.0905
40.166667,21,0.220833,-0.166667,0,-0.423833
40.333333,21,0.220833,-0.166667,0,-0.447229
40.5,21,0.220833,-0.166667,0,-0.396312
40.666667,21,0.665278,-0.166667,0,-0.417896
40.833333,21,0.220833,-0.166667,0,-0.430417
41,21,0.220833,-0.166667,2,-0.413937
41.166667,21,1.331944,-0.166667,1,-0.453646
41.333333,21,0.220833,-0.166667,1,-0.457104
41.5,21,0.220833,-0.166667,0,-0.44425
41.666667,21,0.220833,-0.166667,0,-0.460396
41.833333,21,0.220833,-0.166667,0,-0.481073
42,21,0.220833,-0.166667,0,-0.488156
42.166667,22,0.665278,-0.166667,0,-0.468052
42.333333,22,0.220833,-0.166667,0,-0.801385
42.5,22,0.220833,-0.166667,2,-0.465
42.666667,22,1.331944,-0.166667,1,-0.461208
42.833333,22,0.220833,-0.166667,1,-0.134792
43,22,0.220833,-0.166667,0,-0.121031
43.166667,22,0.220833,-0.166667,0,-0.454365
43.333333,22,0.220833,-0.166667,0,-0.787698
43.5,22,0.220833,-0.166667,0,-0.989625
43.666667,22,0.665278,-0.166667,0,-1.322958
43.833333,22,0.220833,-0.166667,0,-1.484104
44,22,0.220833,-0.166667,2,-1.484844
44.166667,23,1.331944,-0.166667,1,-1.478333
44.333333,23,0.220833,-0.166667,1,-0.214854
44.5,23,0.220833,-0.166667,0,-0.20925
44.666667,23,0.220833,-0.166667,0,-0.225396
44.833333,23,0.220833,-0.166667,0,-0.558729
45,23,0.220833,-0.166667,0,-0.522312
45.166667,23,0.665278,-0.166667,0,-0.562021
45.333333,23,0.220833,-0.166667,0,-0.895354
45.5,23,0.220833,-0.166667,2,-0.535406
45.666667,23,1.331944,-0.166667,1,-0.852427
45.833333,23,0.220833,-0.166667,1,-0.525104
46,23,0.220833,-0.166667,0,1.087281
46.166667,24,0.220833,-0.166667,0,0.753948
46.333333,24,0.220833,-0.166667,0,0.420615
46.5,24,0.220833,-0.166667,0,0.460656
46.666667,24,0.665278,-0.166667,0,0.481667
46.833333,24,0.220833,-0.166667,0,0.480927
47,24,0.220833,-0.166667,2,0.433969
47.166667,24,1.331944,-0.166667,1,0.100635
47.333333,24,0.220833,-0.166667,1,-0.216385
47.5,24,0.220833,-0.166667,0,-0.212594
47.666667,24,0.220833,-0.166667,0,-0.226021
47.833333,24,0.220833,-0.166667,0,-0.559354
48,24,0.220833,-0.166667,0,-0.562812
48.166667,25,0.665278,-0.166667,0,-0.552677
48.333333,25,0.220833,-0.166667,0,-0.579698
48.5,25,0.220833,-0.166667,2,-0.593125
48.666667,25,1.331944,-0.166667,1,-0.602927
48.833333,25,0.220833,-0.166667,1,-0.600042
49,25,0.220833,-0.166667,0,-0.609844
49.166667,25,0.220833,-0.166667,0,-0.616021
49.333333,25,0.220833,-0.166667,0,-0.633073
49.5,25,0.220833,-0.166667,0,-0.616594
49.666667,25,0.665278,-0.166667,0,-0.620052
49.833333,25,0.220833,-0.166667,0,-0.619885
50,25,0.220833,-0.166667,2,-0.599781
50.166667,26,1.331944,-0.166667,1,-0.568802
50.333333,26,0.220833,-0.166667,1,-0.569542
50.5,26,0.220833,-0.166667,0,-0.596562
50.666667,26,0.220833,-0.166667,0,-0.280115
50.833333,26,0.220833,-0.166667,0,-0.613448
51,26,0.220833,-0.166667,0,-0.620531
51,26,0.331944,0,0,-0.548937
51.25,26,0.665278,-0.25,0,-0.965562
51.333333,26,0.109722,-0.083333,0,-1.132229
51.416667,26,0.109722,-0.083333,0,-1.298896
51.5,26,0.109722,-0.083333,0,-1.465562
51.5,26,0.220833,0,0,-1.397594
51.666667,26,0.665278,-0.166667,0,-1.401052
51.833333,26,0.220833,-0.166667,0,-0.299792
52,26,0.220833,-0.166667,0,-0.283312
52,26,0.220833,0,0,0.380063
52.166667,27,0.665278,-0.166667,0,0.053979
52.333333,27,0.220833,-0.166667,0,1.370021
52.5,27,0.220833,-0.166667,0,1.039406
52.5,27,0.331944,0,0,1.181688
52.75,27,0.665278,-0.25,0,0.880156
52.833333,27,0.109722,-0.083333,0,1.037021
52.916667,27,0.109722,-0.083333,0,0.923823
53,27,0.109722,-0.083333,0,1.039906
53,27,0.220833,0,0,2.390219
53.166667,27,0.665278,-0.166667,0,2.224542
53.333333,27,0.220833,-0.166667,0,2.059771
53.5,27,0.220833,-0.166667,0,2.030031
53.5,27,0.220833,0,0,2.456875
53.666667,27,0.665278,-0.166667,0,2.360073
53.833333,27,0.220833,-0.166667,0,2.02674
54,27,0.220833,-0.166667,0,2.006063
54,27,0.331944,0,0,2.325969
54.25,28,0.665278,-0.25,0,1.842281
54.333333,28,0.109722,-0.083333,0,1.68649
54.416667,28,0.109722,-0.083333,0,1.812542
54.5,28,0.109722,-0.083333,0,2.097188
54.5,28,0.220833,0,0,2.494125
54.666667,28,0.665278,-0.166667,0,2.27226
54.833333,28,0.220833,-0.166667,0,2.261552
55,28,0.220833,-0.166667,0,1.928219
55,28,0.220833,0,0,2.268969
55.166667,28,0.665278,-0.166667,0,1.941979
55.333333,28,0.220833,-0.166667,0,2.244833
55.5,28,0.220833,-0.166667,0,1.9115
55.5,28,0.331944,0,0,1.9115
55.75,28,0.665278,-0.25,0,1.634438
55.833333,28,0.109722,-0.083333,0,1.554771
55.916667,28,0.109722,-0.083333,0,1.586573
56,28,0.109722,-0.083333,0,1.477
56,28,0.220833,0,0,1.493313
56.166667,29,0.665278,-0.166667,0,1.205292
56.333333,29,0.220833,-0.166667,0,2.581146
56.5,29,0.220833,-0.166667,0,2.255063
56.5,29,0.220833,0,0,2.36925
56.666667,29,0.665278,-0.166667,0,2.257948
56.833333,29,0.220833,-0.166667,0,1.924615
57,29,0.220833,-0.166667,0,1.855
57,29,0.331944,0,0,2.251938
57.25,29,0.665278,-0.25,0,1.754656
57.333333,29,0.109722,-0.083333,0,1.591615
57.416667,29,0.109722,-0.083333,0,1.859042
57.5,29,0.109722,-0.083333,0,1.921656
57.5,29,0.220833,0,5,1.921656
57.666667,29,1.998611,-0.166667,1,1.935417
57.833333,29,0.220833,-0.166667,1,1.602083
58,29,0.220833,-0.166667,1,1.271469
58.166667,30,0.220833,-0.166667,1,1.297917
58.333333,30,0.220833,-0.166667,1,1.28449
58.5,30,0.220833,-0.166667,0,0.951156
58.666667,30,0.220833,-0.166667,0,0.617823
58.833333,30,0.220833,-0.166667,0,0.28449
59,30,0.220833,-0.166667,0,-0.048844
59.166667,30,0.220833,-0.166667,0,-0.382177
59.333333,30,0.220833,-0.166667,0,-0.71551
59.5,30,0.220833,-0.166667,1,-0.957312
59.5,30,1.554167,0,1,1.688938
60.666667,31,1.554167,-1.166667,0,-0.644396
60.833333,31,0.220833,-0.166667,0,-0.974104
61,31,0.220833,-0.166667,0,-1.075437
61.166667,31,0.220833,-0.166667,0,-0.890396
61.333333,31,0.220833,-0.166667,0,-1.142167
61.5,31,0.220833,-0.166667,0,-0.001031
61.666667,31,0.220833,-0.166667,0,-0.01174
61.833333,31,0.220833,-0.166667,0,-0.334198
62,31,0.220833,-0.166667,0,-0.667531
62.166667,32,0.220833,-0.166667,0,-1.000865
62.333333,32,0.220833,-0.166667,0,-1.334198
62.5,32,0.220833,-0.166667,0,-1.469062
62.666667,32,0.220833,-0.166667,0,-0.657802
62.833333,32,0.220833,-0.166667,0,-0.310542
63,32,0.220833,-0.166667,0,-0.643875
63.25,32,0.331944,-0.25,0,-1.143875
63.333333,32,0.109722,-0.083333,0,-1.310542
63.416667,32,0.109722,-0.083333,0,-1.252458
63.5,32,0.109722,-0.083333,0,-1.024906
63.5,32,0.220833,0,0,-0.620719
63.666667,32,0.665278,-0.166667,0,-0.607865
63.833333,32,0.220833,-0.166667,0,-0.277823
64,32,0.220833,-0.166667,0,-0.297594
64,32,0.220833,0,0,0.312313
64.166667,33,0.665278,-0.166667,0,0.311573
64.333333,33,0.220833,-0.166667,0,0.211146
64.5,33,0.220833,-0.166667,0,-0.055125
64.5,33,0.220833,0,0,0.264781
64.666667,33,0.665278,-0.166667,0,0.261323
64.833333,33,0.220833,-0.166667,0,0.056677
65,33,0.220833,-0.166667,0,-0.096312
65,33,0.220833,0,0,-0.092687
65.166667,33,0.665278,-0.166667,0,-0.15324
65.333333,33,0.220833,-0.166667,0,-0.45576
65.5,33,0.220833,-0.166667,0,-0.452875
65.5,33,0.220833,0,0,0.207781
65.666667,33,0.665278,-0.166667,0,-0.122833
65.833333,33,0.220833,-0.166667,0,-0.456167
66,33,0.220833,-0.166667,0,-0.7895
66,33,0.331944,0,0,0.238188
66.25,34,0.665278,-0.25,0,-0.215594
66.333333,34,0.109722,-0.083333,0,-0.38226
66.416667,34,0.109722,-0.083333,0,-0.548927
66.5,34,0.109722,-0.083333,0,-0.715594
66.5,34,0.220833,0,0,-0.445531
66.666667,34,0.665278,-0.166667,0,-0.442646
66.833333,34,0.220833,-0.166667,0,-0.445198
67,34,0.220833,-0.166667,0,-0.479469
67,34,0.220833,0,0,-0.253812
67.166667,34,0.665278,-0.166667,0,-0.143083
67.333333,34,0.220833,-0.166667,0,0.846708
67.5,34,0.220833,-0.166667,0,0.776188
67.5,34,0.220833,0,0,0.809719
67.666667,34,0.665278,-0.166667,0,0.486354
67.833333,34,0.220833,-0.166667,0,0.482896
68,34,0.220833,-0.166667,0,0.149563
68,34,0.220833,0,0,0.160438
68.166667,35,0.665278,-0.166667,0,0.194135
68.333333,35,0.220833,-0.166667,0,-0.095698
68.5,35,0.220833,-0.166667,0,-0.167125
68.5,35,0.220833,0,0,0.130125
68.666667,35,0.665278,-0.166667,0,-0.176927
68.833333,35,0.220833,-0.166667,0,-0.150479
69,35,0.220833,-0.166667,0,-0.172969
69,35,0.220833,0,0,0.075344
69.166667,35,0.665278,-0.166667,0,-0.15649
69.333333,35,0.220833,-0.166667,0,-0.166292
69.5,35,0.220833,-0.166667,0,-0.426219
69.5,35,0.220833,0,5,-0.3655
69.666667,35,1.998611,-0.166667,1,-0.617271
69.833333,35,0.220833,-0.166667,1,-0.877198
70,35,0.220833,-0.166667,1,-0.840781
70.166667,36,0.220833,-0.166667,1,-0.816146
70.333333,36,0.220833,-0.166667,1,-0.90026
70.5,36,0.220833,-0.166667,0,-0.583812
70.666667,36,0.220833,-0.166667,0,-0.883615
70.833333,36,0.220833,-0.166667,0,-0.924229
71,36,0.220833,-0.166667,0,-1.257562
71.166667,36,0.220833,-0.166667,0,-0.88674
71.333333,36,0.220833,-0.166667,0,-0.937323
71.5,36,0.220833,-0.166667,0,-0.832937
71.666667,36,0.220833,-0.166667,0,-0.826427
71.833333,36,0.220833,-0.166667,0,-0.847104
72,36,0.220833,-0.166667,0,-0.850562
72.166667,37,0.220833,-0.166667,0,-0.833177
72.333333,37,0.220833,-0.166667,0,-0.516729
72.5,37,0.220833,-0.166667,5,-0.042594
72.666667,37,1.998611,-0.166667,1,-0.375927
72.833333,37,0.220833,-0.166667,1,-0.553385
73,37,0.220833,-0.166667,1,-0.886719
73.166667,37,0.220833,-0.166667,1,-0.880208
73.333333,37,0.220833,-0.166667,1,-0.877323
73.5,37,0.220833,-0.166667,0,-0.931531
73.666667,37,0.220833,-0.166667,0,-0.924115
73.833333,37,0.220833,-0.166667,0,-0.900385
74,37,0.220833,-0.166667,5,-0.871219
74.166667,38,1.998611,-0.166667,1,-0.830271
74.333333,38,0.220833,-0.166667,1,-0.847323
74.5,38,0.220833,-0.166667,1,-0.877969
74.666667,38,0.220833,-0.166667,1,-0.89774
74.833333,38,0.220833,-0.166667,1,-0.237823
75,38,0.220833,-0.166667,0,-0.571156
75.166667,38,0.220833,-0.166667,0,-0.90449
75.333333,38,0.220833,-0.166667,0,-1.237823
75.5,38,0.220833,-0.166667,5,-0.911406
75.666667,38,1.998611,-0.166667,1,-0.901271
75.833333,38,0.220833,-0.166667,1,-0.345573
76,38,0.220833,-0.166667,1,-0.678906
76.166667,39,0.220833,-0.166667,1,-0.904396
76.333333,39,0.220833,-0.166667,1,-0.917823
76.5,39,0.220833,-0.166667,0,-0.93125
76.666667,39,0.220833,-0.166667,0,-0.941052
76.833333,39,0.220833,-0.166667,0,-0.931823
77,39,0.220833,-0.166667,0,-0.928031
77.166667,39,0.220833,-0.166667,0,-0.917896
77.333333,39,0.220833,-0.166667,0,-0.944917
77.5,39,0.220833,-0.166667,0,-0.924812
77.666667,39,0.220833,-0.166667,0,-0.924646
77.833333,39,0.220833,-0.166667,0,-0.935354
78,39,0.220833,-0.166667,0,-0.588094
78.166667,40,0.220833,-0.166667,0,0.882917
78.333333,40,0.220833,-0.166667,0,0.549583
78.5,40,0.220833,-0.166667,0,0.21625
78.5,40,0.665278,0,0,0.227125
79,40,0.665278,-0.5,0,0.183219
79,40,0.665278,0,0,0.183219
79,40,0.665278,0,0,0.183219
79,40,0.665278,0,0,0.193188
79.5,40,0.665278,-0.5,0,-0.799563
79.5,40,0.665278,0,0,-0.494156
79.5,40,0.665278,0,0,-0.494156
79.5,40,0.665278,0,0,-0.494156
0,1,0,0,0,0
0.25,1,0.331944,-0.25,0,-0.5
0.333333,1,0.109722,-0.083333,0,-0.666667
0.416667,1,0.109722,-0.083333,0,-0.529198
0.5,1,0.109722,-0.083333,0,-0.695865
0.5,1,0.220833,0,5,-0.5635
0.666667,1,1.998611,-0.166667,1,-0.712937
0.833333,1,0.220833,-0.166667,1,-0.12376
1,1,0.220833,-0.166667,1,2.31751
1.166667,1,0.220833,-0.166667,1,1.984177
1.333333,1,0.220833,-0.166667,1,1.650844
1.5,1,0.220833,-0.166667,0,2.361271
1.666667,1,0.220833,-0.166667,0,2.027938
1.833333,1,0.220833,-0.166667,0,1.694604
2,1,0.220833,-0.166667,0,1.361271
2.166667,2,0.220833,-0.166667,0,1.027938
2.333333,2,0.220833,-0.166667,0,0.694604
2.5,2,0.220833,-0.166667,0,0.361271
2.666667,2,0.220833,-0.166667,0,0.027938
2.833333,2,0.220833,-0.166667,0,-0.305396
3,2,0.220833,-0.166667,0,-0.638729
3.25,2,0.331944,-0.25,0,-1.138729
3.333333,2,0.109722,-0.083333,0,-0.618312
3.416667,2,0.109722,-0.083333,0,-0.784979
3.5,2,0.109722,-0.083333,0,-0.951646
3.5,2,0.220833,0,0,-0.951646
3.5,2,0.220833,0,0,-0.951646
3.5,2,0.220833,0,5,-0.681865
3.666667,2,1.998611,-0.166667,1,-0.883844
3.833333,2,0.220833,-0.166667,1,-1.134323
4,2,0.220833,-0.166667,1,-0.02175
4.166667,3,0.220833,-0.166667,1,0.717979
4.333333,3,0.220833,-0.166667,1,0.516
4.5,3,0.220833,-0.166667,0,0.290781
4.666667,3,0.220833,-0.166667,0,0.221167
4.833333,3,0.220833,-0.166667,0,-0.112167
5,3,0.220833,-0.166667,0,-0.437417
5.166667,3,0.220833,-0.166667,0,-0.77075
5.333333,3,0.220833,-0.166667,0,-1.089938
5.5,3,0.220833,-0.166667,0,-1.340417
5.666667,3,0.220833,-0.166667,0,-0.161156
5.833333,3,0.220833,-0.166667,0,-0.49449
6,4,0.220833,-0.166667,0,-0.827823
6.25,4,0.331944,-0.25,0,-1.327823
6.333333,4,0.109722,-0.083333,0,-1.49449
6.416667,4,0.109722,-0.083333,0,-1.661156
6.5,4,0.109722,-0.083333,0,-1.512573
6.5,4,0.220833,0,0,0.566865
6.5,4,0.220833,0,0,0.916469
6.5,4,0.220833,0,5,1.505542
6.666667,4,1.998611,-0.166667,1,1.443
6.833333,4,0.220833,-0.166667,1,1.372375
7,4,0.220833,-0.166667,1,1.286594
7.166667,4,0.220833,-0.166667,1,1.215969
7.333333,4,0.220833,-0.166667,1,1.145344
7.5,4,0.220833,-0.166667,0,0.81201
7.666667,4,0.220833,-0.166667,0,0.478677
7.833333,4,0.220833,-0.166667,0,0.145344
8,5,0.220833,-0.166667,0,-0.18799
8.166667,5,0.220833,-0.166667,0,-0.284885
8.333333,5,0.220833,-0.166667,0,-0.115031
8.5,5,0.220833,-0.166667,0,-0.448365
8.666667,5,0.220833,-0.166667,0,-0.560417
8.833333,5,0.220833,-0.166667,0,-0.642156
9,5,0.220833,-0.166667,0,-0.97549
9.25,5,0.331944,-0.25,0,-1.47549
9.333333,5,0.109722,-0.083333,0,-1.642156
9.416667,5,0.109722,-0.083333,0,-1.808823
9.5,5,0.109722,-0.083333,0,-1.844135
9.5,5,0.220833,0,0,-1.776438
9.5,5,0.220833,0,0,-1.671354
9.5,5,0.220833,0,5,-0.609406
9.666667,5,1.998611,-0.166667,1,-0.848771
9.833333,5,0.220833,-0.166667,1,0.920573
10,6,0.220833,-0.166667,1,0.868135
10.166667,6,0.220833,-0.166667,1,0.74901
10.333333,6,0.220833,-0.166667,1,0.487417
10.5,6,0.220833,-0.166667,0,0.476406
10.666667,6,0.220833,-0.166667,0,0.143073
10.833333,6,0.220833,-0.166667,0,-0.19026
11,6,0.220833,-0.166667,0,-0.287156
11.166667,6,0.220833,-0.166667,0,-0.602302
11.333333,6,0.220833,-0.166667,0,-0.653729
11.5,6,0.220833,-0.166667,0,-0.768813
11.666667,6,0.220833,-0.166667,0,-0.640385
11.833333,6,0.220833,-0.166667,0,-0.973719
12,7,0.220833,-0.166667,0,-1.307052
12.25,7,0.331944,-0.25,0,-1.807052
12.333333,7,0.109722,-0.083333,0,-1.973719
12.416667,7,0.109722,-0.083333,0,-1.840292
12.5,7,0.109722,-0.083333,0,-2.002917
12.5,7,0.220833,0,0,1.694198
12.5,7,0.220833,0,0,2.298427
12.5,7,0.220833,0,5,2.370167
12.666667,7,1.998611,-0.166667,1,2.27024
12.833333,7,0.220833,-0.166667,1,1.939937
13,7,0.220833,-0.166667,1,1.866281
13.166667,7,0.220833,-0.166667,1,1.795656
13.333333,7,0.220833,-0.166667,1,1.462323
13.5,7,0.220833,-0.166667,0,1.12899
13.666667,7,0.220833,-0.166667,0,0.795656
13.833333,7,0.220833,-0.166667,0,0.462323
14,8,0.220833,-0.166667,0,0.12899
14.166667,8,0.220833,-0.166667,0,-0.204344
14.333333,8,0.220833,-0.166667,0,0.18174
14.5,8,0.220833,-0.166667,0,-0.151594
14.666667,8,0.220833,-0.166667,0,-0.484927
14.833333,8,0.220833,-0.166667,0,-0.81826
15,8,0.220833,-0.166667,0,-1.113198
15.166667,8,0.220833,-0.166667,0,-0.887771
15.333333,8,0.220833,-0.166667,0,-1.221104
15.5,8,0.220833,-0.166667,0,-1.554438
15.5,8,0.665278,0,0,-0.427823
15.75,8,0.331944,-0.25,0,0.254365
15.833333,8,0.109722,-0.083333,0,0.253406
15.916667,8,0.109722,-0.083333,0,0.08674
16,9,0.109722,-0.083333,2,0.42326
16.166667,9,1.331944,-0.166667,1,0.554719
16.333333,9,0.220833,-0.166667,1,0.623531
16.5,9,0.220833,-0.166667,0,0.639802
16.666667,9,0.220833,-0.166667,0,0.632833
16.833333,9,0.220833,-0.166667,0,0.595552
17,9,0.220833,-0.166667,0,0.596667
17,9,0.665278,0,0,0.772479
17,9,0.665278,0,0,1.74551
17.25,9,0.331944,-0.25,0,1.24551
17.333333,9,0.109722,-0.083333,0,1.720458
17.416667,9,0.109722,-0.083333,0,1.553792
17.5,9,0.109722,-0.083333,2,1.387125
17.666667,9,1.331944,-0.166667,1,1.48524
17.833333,9,0.220833,-0.166667,1,1.464125
18,10,0.220833,-0.166667,0,1.41876
18.166667,10,0.220833,-0.166667,0,1.36026
18.333333,10,0.220833,-0.166667,0,1.304792
18.5,10,0.220833,-0.166667,0,1.33925
18.5,10,0.220833,0,0,1.519104
18.5,10,0.220833,0,0,1.519104
18.5,10,0.220833,0,0,1.856583
18.666667,10,0.665278,-0.166667,0,1.805156
18.833333,10,0.220833,-0.166667,0,1.61126
19,10,0.220833,-0.166667,0,1.413323
19.166667,10,0.220833,-0.166667,0,1.312385
19.333333,10,0.220833,-0.166667,0,1.226604
19.5,10,0.220833,-0.166667,0,1.140823
19.666667,10,0.220833,-0.166667,0,1.0025
19.833333,10,0.220833,-0.166667,0,0.970271
20,11,0.220833,-0.166667,0,0.928948
20.166667,11,0.220833,-0.166667,0,0.963406
20.333333,11,0.220833,-0.166667,0,0.837208
20.5,11,0.220833,-0.166667,0,0.987865
20.666667,11,0.220833,-0.166667,0,0.654531
20.833333,11,0.220833,-0.166667,0,0.523281
21,11,0.220833,-0.166667,0,0.449625
21.166667,11,0.220833,-0.166667,0,0.363844
21.333333,11,0.220833,-0.166667,0,0.283115
21.5,11,0.220833,-0.166667,0,-0.050219
21.5,11,0.331944,0,0,0.23775
21.5,11,0.665278,0,0,0.313531
21.75,11,0.665278,-0.25,0,-0.085427
21.833333,11,0.109722,-0.083333,0,2.119354
21.916667,11,0.109722,-0.083333,0,1.952688
22,11,0.109722,-0.083333,0,1.876958
22.166667,12,0.220833,-0.166667,0,1.655781
22.333333,12,0.220833,-0.166667,0,1.322448
22.5,12,0.220833,-0.166667,0,0.993156
22.666667,12,0.220833,-0.166667,0,0.952844
22.833333,12,0.220833,-0.166667,0,0.630625
23,12,0.220833,-0.166667,0,0.537771
23,12,0.665278,0,0,1.168271
23,12,0.665278,0,0,1.997823
23.25,12,0.331944,-0.25,0,2.496115
23.333333,12,0.109722,-0.083333,0,2.784135
23.416667,12,0.109722,-0.083333,0,2.617469
23.5,12,0.109722,-0.083333,2,2.485156
23.666667,12,1.331944,-0.166667,1,2.36199
23.833333,12,0.220833,-0.166667,1,2.028656
24,12,0.220833,-0.166667,0,1.695323
24.166667,13,0.220833,-0.166667,0,1.691385
24.333333,13,0.220833,-0.166667,0,1.695531
24.5,13,0.220833,-0.166667,0,1.945208
24.5,13,0.665278,0,0,1.956323
24.5,13,0.665278,0,0,1.956323
24.75,13,0.331944,-0.25,0,2.439458
24.833333,13,0.109722,-0.083333,0,2.272792
24.916667,13,0.109722,-0.083333,0,2.406219
25,13,0.109722,-0.083333,2,2.491146
25.166667,13,1.331944,-0.166667,1,2.87925
25.333333,13,0.220833,-0.166667,1,2.977365
25.5,13,0.220833,-0.166667,0,2.992625
25.666667,13,0.220833,-0.166667,0,2.967469
25.833333,13,0.220833,-0.166667,0,2.892802
26,13,0.220833,-0.166667,0,2.841375
26.166667,14,0.220833,-0.166667,0,2.797021
26.333333,14,0.220833,-0.166667,0,2.741552
26.5,14,0.220833,-0.166667,0,2.67901
26.666667,14,0.220833,-0.166667,0,2.603333
26.833333,14,0.220833,-0.166667,0,2.27
27,14,0.220833,-0.166667,0,2.514625
27.166667,14,0.220833,-0.166667,0,2.181292
27.333333,14,0.220833,-0.166667,0,1.847958
27.5,14,0.220833,-0.166667,2,1.688417
27.666667,14,1.331944,-0.166667,1,1.924958
27.833333,14,0.220833,-0.166667,1,3.071885
28,14,0.220833,-0.166667,0,3.059865
28.166667,15,0.220833,-0.166667,0,3.076135
28.333333,15,0.220833,-0.166667,0,3.042896
28.5,15,0.220833,-0.166667,0,3.005615
28.666667,15,0.665278,-0.166667,0,2.898615
28.833333,15,0.220833,-0.166667,0,2.9745
29,15,0.220833,-0.166667,2,3.004917
29.166667,15,1.331944,-0.166667,1,2.990875
29.333333,15,0.220833,-0.166667,1,3.239542
29.5,15,0.220833,-0.166667,0,2.906208
29.666667,15,0.220833,-0.166667,0,2.853771
29.833333,15,0.220833,-0.166667,0,2.802344
30,15,0.220833,-0.166667,0,2.753948
30.166667,16,0.665278,-0.166667,0,2.706563
30.333333,16,0.220833,-0.166667,0,2.655135
30.5,16,0.220833,-0.166667,2,2.644125
30.666667,16,1.331944,-0.166667,1,2.637156
30.833333,16,0.220833,-0.166667,1,2.574615
31,16,0.220833,-0.166667,0,3.089021
31.166667,16,0.220833,-0.166667,0,2.755688
31.333333,16,0.220833,-0.166667,0,2.422354
31.5,16,0.220833,-0.166667,0,2.393156
31.666667,16,0.665278,-0.166667,0,2.363958
31.833333,16,0.220833,-0.166667,0,2.323646
32,16,0.220833,-0.166667,2,2.335875
32.166667,17,1.331944,-0.166667,1,2.335979
32.333333,17,0.220833,-0.166667,1,2.56949
32.5,17,0.220833,-0.166667,0,2.236156
32.666667,17,0.220833,-0.166667,0,2.222115
32.833333,17,0.220833,-0.166667,0,2.159573
33,17,0.220833,-0.166667,0,2.107135
33.166667,17,0.665278,-0.166667,0,2.018323
33.333333,17,0.220833,-0.166667,0,1.992156
33.5,17,0.220833,-0.166667,2,1.993271
33.666667,17,1.331944,-0.166667,1,1.993375
33.833333,17,0.220833,-0.166667,1,1.950031
34,17,0.220833,-0.166667,0,1.905677
34.166667,18,0.220833,-0.166667,0,1.872438
34.333333,18,0.220833,-0.166667,0,1.812927
34.5,18,0.220833,-0.166667,0,1.769583
34.666667,18,0.665278,-0.166667,0,1.762615
34.833333,18,0.220833,-0.166667,0,1.707146
35,18,0.220833,-0.166667,2,1.689063
35.166667,18,1.331944,-0.166667,1,1.700281
35.333333,18,0.220833,-0.166667,1,1.648854
35.5,18,0.220833,-0.166667,0,1.611573
35.666667,18,0.220833,-0.166667,0,1.567219
35.833333,18,0.220833,-0.166667,0,1.53499
36,18,0.220833,-0.166667,0,1.513875
36.166667,19,0.665278,-0.166667,0,1.498823
36.333333,19,0.220833,-0.166667,0,1.450427
36.5,19,0.220833,-0.166667,2,1.469729
36.666667,19,1.331944,-0.166667,1,1.459729
36.833333,19,0.220833,-0.166667,1,1.433563
37,19,0.220833,-0.166667,0,1.705469
37.166667,19,0.220833,-0.166667,0,1.40649
37.333333,19,0.220833,-0.166667,0,1.362135
37.5,19,0.220833,-0.166667,0,1.331927
37.666667,19,0.665278,-0.166667,0,1.317885
37.833333,19,0.220833,-0.166667,0,0.984552
38,19,0.220833,-0.166667,2,1.338302
38.166667,20,1.331944,-0.166667,1,1.335375
38.333333,20,0.220833,-0.166667,1,1.002042
38.5,20,0.220833,-0.166667,0,1.276979
38.666667,20,0.220833,-0.166667,0,0.943646
38.833333,20,0.220833,-0.166667,0,0.914448
39,20,0.220833,-0.166667,0,0.644771
39.166667,20,0.665278,-0.166667,0,0.326594
39.333333,20,0.220833,-0.166667,0,0.21151
39.5,20,0.220833,-0.166667,2,0.233844
