@relation 'All_energy_5feat_pas-weka.filters.unsupervised.attribute.Remove-R33-39,41-45-weka.filters.unsupervised.attribute.Remove-R1-5,8,10-21,23-31'

@attribute onset_s numeric
@attribute dur_s numeric
@attribute pre_dur_b numeric
@attribute chord {A7,B5,B7,B9,Bb7,C6,C7,D7,E,E7,Eb6,Eb7,F7,G,G6,G7,Am}
@attribute phrase {f,i,m}
@attribute energy_rat numeric

@data
26.833333,0.165625,0.33125,Am,m,1.043853
27,0.165625,0.33125,Am,m,1.043853
27.166667,0.165625,0.33125,Am,m,1.043853
27.333333,0.165625,0.33125,Am,f,0.893853
27.5,0.998958,0.33125,Am,i,1.031353
27.666667,0.165625,1.997917,Am,m,0.943853
27.833333,0.165625,0.33125,Am,m,1.018853
28,0.165625,0.33125,Am,m,0.943853
28.166667,0.165625,0.33125,Am,m,0.943853
28.333333,0.165625,0.33125,Am,f,0.943853
28.5,0.498958,0.33125,Am,i,1.281353
28.666667,0.165625,0.997917,Am,m,1.081353
28.833333,0.165625,0.33125,Am,m,1.143853
29,0.998958,0.33125,Am,m,1.068853
29.166667,0.165625,1.997917,Am,m,0.931353
29.333333,0.165625,0.33125,Am,m,1.031353
29.5,0.165625,0.33125,Am,m,0.931353
29.666667,0.165625,0.33125,Am,m,1.006353
29.833333,0.165625,0.33125,Am,f,0.931353
30,0.498958,0.33125,Am,i,1.031353
30.166667,0.165625,0.997917,Am,m,1.043853
30.333333,0.165625,0.33125,Am,m,0.968853
30.5,0.998958,0.33125,Am,m,1.006353
30.666667,0.165625,1.997917,Am,m,1.006353
30.833333,0.165625,0.33125,Am,m,1.006353
31,0.165625,0.33125,Am,m,0.931353
31.166667,0.165625,0.33125,Am,m,0.968853
31.333333,0.165625,0.33125,Am,f,0.943853
31.5,0.498958,0.33125,Am,i,1.006353
31.666667,0.165625,0.997917,Am,m,0.993853
31.833333,0.165625,0.33125,Am,f,1.031353
32,0.998958,0.33125,Am,i,0.993853
32.166667,0.165625,1.997917,Am,m,1.018853
32.333333,0.165625,0.33125,Am,m,0.981353
32.5,0.165625,0.33125,Am,m,0.981353
32.666667,0.165625,0.33125,Am,m,0.981353
32.833333,0.165625,0.33125,Am,f,0.981353
33,0.498958,0.33125,Am,i,1.156353
33.166667,0.165625,0.997917,Am,m,1.056353
33.333333,0.165625,0.33125,Am,m,1.168853
33.5,0.998958,0.33125,Am,m,1.068853
33.666667,0.165625,1.997917,Am,m,0.906353
33.833333,0.165625,0.33125,Am,m,0.931353
34,0.165625,0.33125,Am,m,1.006353
34.166667,0.165625,0.33125,Am,m,1.006353
34.333333,0.165625,0.33125,Am,f,0.956353
34.5,0.498958,0.33125,Am,i,1.043853
34.666667,0.165625,0.997917,Am,m,1.031353
34.833333,0.165625,0.33125,Am,m,1.068853
35,0.998958,0.33125,Am,m,1.081353
35.166667,0.165625,1.997917,Am,m,0.956353
35.333333,0.165625,0.33125,Am,m,0.893853
35.5,0.165625,0.33125,Am,m,0.881353
35.666667,0.165625,0.33125,Am,m,0.981353
35.833333,0.165625,0.33125,Am,f,0.931353
36,0.498958,0.33125,Am,i,1.131353
36.166667,0.165625,0.997917,Am,m,0.981353
36.333333,0.165625,0.33125,Am,m,0.906353
36.5,0.998958,0.33125,Am,m,1.131353
36.666667,0.165625,1.997917,Am,m,0.931353
36.833333,0.165625,0.33125,Am,m,0.981353
37,0.165625,0.33125,Am,m,1.031353
37.166667,0.165625,0.33125,Am,m,0.931353
37.333333,0.165625,0.33125,Am,f,0.968853
37.5,0.498958,0.33125,Am,i,1.043853
37.666667,0.165625,0.997917,Am,m,0.943853
37.833333,0.165625,0.33125,Am,m,1.056353
38,0.998958,0.33125,Am,m,1.081353
38.166667,0.165625,1.997917,Am,m,0.956353
38.333333,0.165625,0.33125,Am,m,0.956353
38.5,0.165625,0.33125,Am,m,0.918853
38.666667,0.165625,0.33125,Am,m,0.918853
38.833333,0.165625,0.33125,Am,f,0.918853
39,0.498958,0.33125,Am,i,1.093853
39.166667,0.165625,0.997917,Am,m,0.981353
39.333333,0.165625,0.33125,Am,m,1.006353
39.5,0.998958,0.33125,Am,m,1.056353
39.666667,0.165625,1.997917,Am,m,0.956353
39.833333,0.165625,0.33125,Am,m,0.893853
40,0.165625,0.33125,Am,m,0.956353
40.166667,0.165625,0.33125,Am,m,0.956353
40.333333,0.165625,0.33125,Am,f,0.918853
40.5,0.498958,0.33125,Am,i,1.181353
40.666667,0.165625,0.997917,Am,m,0.943853
40.833333,0.165625,0.33125,Am,m,0.981353
41,0.998958,0.33125,Am,m,1.106353
41.166667,0.165625,1.997917,Am,m,0.931353
41.333333,0.165625,0.33125,Am,m,0.943853
41.5,0.165625,0.33125,Am,m,0.943853
41.666667,0.165625,0.33125,Am,m,0.943853
41.833333,0.165625,0.33125,Am,f,0.906353
42,0.498958,0.33125,Am,i,1.231353
42.166667,0.165625,0.997917,Am,m,1.018853
42.333333,0.165625,0.33125,Am,m,1.018853
42.5,0.998958,0.33125,Am,m,1.143853
42.666667,0.165625,1.997917,Am,m,0.943853
42.833333,0.165625,0.33125,Am,m,0.956353
43,0.165625,0.33125,Am,m,0.993853
43.166667,0.165625,0.33125,Am,m,0.993853
43.333333,0.165625,0.33125,Am,f,0.993853
43.5,0.498958,0.33125,Am,i,0.968853
43.666667,0.165625,0.997917,Am,m,0.968853
43.833333,0.165625,0.33125,Am,m,0.918853
44,0.998958,0.33125,Am,m,1.193853
44.166667,0.165625,1.997917,Am,m,1.081353
44.333333,0.165625,0.33125,Am,m,0.956353
44.5,0.165625,0.33125,Am,m,0.956353
44.666667,0.165625,0.33125,Am,m,0.931353
44.833333,0.165625,0.33125,Am,f,0.931353
45,0.498958,0.33125,Am,i,1.068853
45.166667,0.165625,0.997917,Am,m,1.081353
45.333333,0.165625,0.33125,Am,m,1.081353
45.5,0.998958,0.33125,Am,m,1.106353
45.666667,0.165625,1.997917,Am,m,0.956353
45.833333,0.165625,0.33125,Am,m,0.993853
46,0.165625,0.33125,Am,m,0.993853
46.166667,0.165625,0.33125,Am,m,0.993853
46.333333,0.165625,0.33125,Am,f,0.993853
46.5,0.498958,0.33125,Am,i,0.981353
46.666667,0.165625,0.997917,Am,m,0.993853
46.833333,0.165625,0.33125,Am,m,0.993853
47,0.998958,0.33125,Am,m,0.981353
47.166667,0.165625,1.997917,Am,m,0.981353
47.333333,0.165625,0.33125,Am,m,0.906353
47.5,0.165625,0.33125,Am,m,0.956353
47.666667,0.165625,0.33125,Am,m,0.981353
47.833333,0.165625,0.33125,Am,f,0.981353
48,0.498958,0.33125,Am,i,1.018853
48.166667,0.165625,0.997917,Am,m,1.068853
48.333333,0.165625,0.33125,Am,m,1.106353
48.5,0.998958,0.33125,Am,m,1.143853
48.666667,0.165625,1.997917,Am,m,1.018853
48.833333,0.165625,0.33125,Am,m,0.981353
49,0.165625,0.33125,Am,m,1.156353
49.166667,0.165625,0.33125,Am,m,1.131353
49.333333,0.165625,0.33125,Am,f,1.068853
49.5,0.498958,0.33125,Am,i,1.356353
49.666667,0.165625,0.997917,Am,m,1.168853
49.833333,0.165625,0.33125,Am,m,1.018853
50,0.998958,0.33125,Am,m,1.181353
50.166667,0.165625,1.997917,Am,m,1.018853
50.333333,0.165625,0.33125,Am,m,0.943853
50.5,0.165625,0.33125,Am,m,1.018853
50.666667,0.165625,0.33125,Am,m,1.131353
50.833333,0.165625,0.33125,Am,m,1.131353
51,0.248958,0.33125,Am,f,0.993853
51,0.498958,0.497917,Am,i,0.931353
51.25,0.082292,0.997917,Am,i,0.881353
51.333333,0.082292,0.164583,Am,m,0.881353
51.416667,0.082292,0.164583,Am,m,0.881353
51.5,0.165625,0.164583,Am,f,0.881353
51.5,0.498958,0.33125,Am,i,1.081353
51.666667,0.165625,0.997917,Am,i,1.006353
51.833333,0.165625,0.33125,Am,m,1.068853
52,0.165625,0.33125,Am,f,0.968853
52,0.498958,0.33125,Am,i,1.068853
52.166667,0.165625,0.997917,Am,i,0.956353
52.333333,0.165625,0.33125,Am,m,0.993853
52.5,0.248958,0.33125,Am,f,0.893853
52.5,0.498958,0.497917,Am,i,1.068853
52.75,0.082292,0.997917,Am,i,0.918853
52.833333,0.082292,0.164583,Am,m,1.043853
52.916667,0.082292,0.164583,Am,m,0.956353
53,0.165625,0.164583,Am,f,0.931353
53,0.498958,0.33125,Am,i,0.956353
53.166667,0.165625,0.997917,Am,i,1.031353
53.333333,0.165625,0.33125,Am,m,1.031353
53.5,0.165625,0.33125,Am,f,0.968853
53.5,0.498958,0.33125,Am,i,1.068853
53.666667,0.165625,0.997917,Am,i,1.043853
53.833333,0.165625,0.33125,Am,m,1.043853
54,0.248958,0.33125,Am,f,0.956353
54,0.498958,0.497917,Am,i,0.918853
54.25,0.082292,0.997917,Am,i,1.043853
54.333333,0.082292,0.164583,Am,m,0.893853
54.416667,0.082292,0.164583,Am,m,0.968853
54.5,0.165625,0.164583,Am,f,1.018853
54.5,0.498958,0.33125,Am,i,1.093853
54.666667,0.165625,0.997917,Am,i,0.968853
54.833333,0.165625,0.33125,Am,m,1.056353
55,0.165625,0.33125,Am,f,1.056353
55,0.498958,0.33125,Am,i,1.131353
55.166667,0.165625,0.997917,Am,i,0.993853
55.333333,0.165625,0.33125,Am,m,1.056353
55.5,0.248958,0.33125,Am,f,1.056353
55.5,0.498958,0.497917,Am,i,0.918853
55.75,0.082292,0.997917,Am,i,0.918853
55.833333,0.082292,0.164583,Am,m,1.031353
55.916667,0.082292,0.164583,Am,m,1.056353
56,0.165625,0.164583,Am,f,0.893853
56,0.498958,0.33125,Am,i,0.906353
56.166667,0.165625,0.997917,Am,i,0.981353
56.333333,0.165625,0.33125,Am,m,1.193853
56.5,0.165625,0.33125,Am,f,0.881353
56.5,0.498958,0.33125,Am,i,0.993853
56.666667,0.165625,0.997917,Am,i,1.118853
56.833333,0.165625,0.33125,Am,m,1.118853
57,0.248958,0.33125,Am,f,0.981353
57,0.498958,0.497917,Am,i,0.918853
57.25,0.082292,0.997917,Am,i,1.143853
57.333333,0.082292,0.164583,Am,m,1.006353
57.416667,0.082292,0.164583,Am,m,1.006353
57.5,0.165625,0.164583,Am,f,0.993853
57.5,1.498958,0.33125,Am,i,1.068853
57.666667,0.165625,2.997917,Am,i,1.356353
57.833333,0.165625,0.33125,Am,m,1.356353
58,0.165625,0.33125,Am,m,0.943853
58.166667,0.165625,0.33125,Am,m,0.893853
58.333333,0.165625,0.33125,Am,m,1.056353
58.5,0.165625,0.33125,Am,m,1.056353
58.666667,0.165625,0.33125,Am,m,1.056353
58.833333,0.165625,0.33125,Am,m,1.056353
59,0.165625,0.33125,Am,m,1.056353
59.166667,0.165625,0.33125,Am,m,1.056353
59.333333,0.165625,0.33125,Am,m,1.056353
59.5,1.165625,0.33125,Am,m,0.993853
59.5,1.165625,2.33125,Am,f,1.106353
60.666667,0.165625,2.33125,Am,i,1.106353
60.833333,0.165625,0.33125,Am,m,0.893853
61,0.165625,0.33125,Am,m,0.943853
61.166667,0.165625,0.33125,Am,m,0.993853
61.333333,0.165625,0.33125,Am,m,1.031353
61.5,0.165625,0.33125,Am,m,0.993853
61.666667,0.165625,0.33125,Am,m,1.031353
61.833333,0.165625,0.33125,Am,m,0.881353
62,0.165625,0.33125,Am,m,0.881353
62.166667,0.165625,0.33125,Am,m,0.881353
62.333333,0.165625,0.33125,Am,m,0.881353
62.5,0.165625,0.33125,Am,m,0.931353
62.666667,0.165625,0.33125,Am,m,0.893853
62.833333,0.165625,0.33125,Am,m,0.943853
63,0.248958,0.33125,Am,m,0.943853
63.25,0.082292,0.497917,Am,m,0.943853
63.333333,0.082292,0.164583,Am,m,0.943853
63.416667,0.082292,0.164583,Am,m,0.906353
63.5,0.165625,0.164583,Am,f,0.893853
63.5,0.498958,0.33125,Am,i,0.956353
63.666667,0.165625,0.997917,Am,i,0.981353
63.833333,0.165625,0.33125,Am,m,0.981353
64,0.165625,0.33125,Am,m,0.956353
64,0.498958,0.33125,Am,f,0.968853
64.166667,0.165625,0.997917,Am,i,0.918853
64.333333,0.165625,0.33125,Am,m,0.931353
64.5,0.165625,0.33125,Am,f,1.018853
64.5,0.498958,0.33125,Am,i,0.956353
64.666667,0.165625,0.997917,Am,i,0.956353
64.833333,0.165625,0.33125,Am,m,0.906353
65,0.165625,0.33125,Am,f,0.956353
65,0.498958,0.33125,Am,i,0.906353
65.166667,0.165625,0.997917,Am,i,0.893853
65.333333,0.165625,0.33125,Am,m,0.931353
65.5,0.165625,0.33125,Am,f,0.906353
65.5,0.498958,0.33125,Am,i,0.943853
65.666667,0.165625,0.997917,Am,i,0.968853
65.833333,0.165625,0.33125,Am,m,0.968853
66,0.248958,0.33125,Am,f,0.968853
66,0.498958,0.497917,Am,i,0.943853
66.25,0.082292,0.997917,Am,i,0.893853
66.333333,0.082292,0.164583,Am,m,0.893853
66.416667,0.082292,0.164583,Am,m,0.893853
66.5,0.165625,0.164583,Am,f,0.893853
66.5,0.498958,0.33125,Am,i,1.118853
66.666667,0.165625,0.997917,Am,i,1.018853
66.833333,0.165625,0.33125,Am,m,1.356353
67,0.165625,0.33125,Am,m,0.931353
67,0.498958,0.33125,Am,f,0.981353
67.166667,0.165625,0.997917,Am,i,0.943853
67.333333,0.165625,0.33125,Am,m,0.993853
67.5,0.165625,0.33125,Am,f,0.893853
67.5,0.498958,0.33125,Am,i,0.918853
67.666667,0.165625,0.997917,Am,i,0.981353
67.833333,0.165625,0.33125,Am,m,1.018853
68,0.165625,0.33125,Am,f,1.018853
68,0.498958,0.33125,Am,i,0.943853
68.166667,0.165625,0.997917,Am,i,0.981353
68.333333,0.165625,0.33125,Am,m,0.893853
68.5,0.165625,0.33125,Am,f,0.956353
68.5,0.498958,0.33125,Am,i,0.931353
68.666667,0.165625,0.997917,Am,i,0.918853
68.833333,0.165625,0.33125,Am,m,0.931353
69,0.165625,0.33125,Am,f,0.931353
69,0.498958,0.33125,Am,i,0.931353
69.166667,0.165625,0.997917,Am,i,1.018853
69.333333,0.165625,0.33125,Am,m,1.068853
69.5,0.165625,0.33125,Am,f,1.006353
69.5,1.498958,0.33125,Am,i,0.906353
69.666667,0.165625,2.997917,Am,i,0.943853
69.833333,0.165625,0.33125,Am,m,1.093853
70,0.165625,0.33125,Am,m,1.131353
70.166667,0.165625,0.33125,Am,m,1.018853
70.333333,0.165625,0.33125,Am,m,0.981353
70.5,0.165625,0.33125,Am,m,0.893853
70.666667,0.165625,0.33125,Am,m,1.006353
70.833333,0.165625,0.33125,Am,m,0.956353
71,0.165625,0.33125,Am,f,0.956353
71.166667,0.165625,0.33125,Am,i,1.043853
71.333333,0.165625,0.33125,Am,m,1.168853
71.5,0.165625,0.33125,Am,m,1.043853
71.666667,0.165625,0.33125,Am,m,1.006353
71.833333,0.165625,0.33125,Am,m,0.981353
72,0.165625,0.33125,Am,m,1.193853
72.166667,0.165625,0.33125,Am,m,1.168853
72.333333,0.165625,0.33125,Am,m,1.131353
72.5,1.498958,0.33125,Am,m,0.906353
72.666667,0.165625,2.997917,Am,m,0.906353
72.833333,0.165625,0.33125,Am,m,1.093853
73,0.165625,0.33125,Am,m,1.093853
73.166667,0.165625,0.33125,Am,m,1.181353
73.333333,0.165625,0.33125,Am,m,1.056353
73.5,0.165625,0.33125,Am,m,0.968853
73.666667,0.165625,0.33125,Am,m,1.018853
73.833333,0.165625,0.33125,Am,m,0.968853
74,1.498958,0.33125,Am,m,0.993853
74.166667,0.165625,2.997917,Am,m,1.006353
74.333333,0.165625,0.33125,Am,m,1.093853
74.5,0.165625,0.33125,Am,m,1.143853
74.666667,0.165625,0.33125,Am,m,0.943853
74.833333,0.165625,0.33125,Am,m,0.943853
75,0.165625,0.33125,Am,m,0.943853
75.166667,0.165625,0.33125,Am,m,0.943853
75.333333,0.165625,0.33125,Am,f,0.943853
75.5,1.498958,0.33125,Am,i,0.968853
75.666667,0.165625,2.997917,Am,m,0.918853
75.833333,0.165625,0.33125,Am,m,0.943853
76,0.165625,0.33125,Am,m,0.943853
76.166667,0.165625,0.33125,Am,m,1.031353
76.333333,0.165625,0.33125,Am,m,0.956353
76.5,0.165625,0.33125,Am,m,0.893853
76.666667,0.165625,0.33125,Am,m,0.956353
76.833333,0.165625,0.33125,Am,m,0.906353
77,0.165625,0.33125,Am,m,0.881353
77.166667,0.165625,0.33125,Am,m,0.868853
77.333333,0.165625,0.33125,Am,m,0.918853
77.5,0.165625,0.33125,Am,m,0.906353
77.666667,0.165625,0.33125,Am,m,0.881353
77.833333,0.165625,0.33125,Am,m,0.918853
78,0.165625,0.33125,Am,m,0.893853
78.166667,0.165625,0.33125,Am,m,0.981353
78.333333,0.165625,0.33125,Am,m,0.981353
78.5,0.498958,0.33125,Am,f,0.981353
78.5,0.498958,0.997917,Am,i,0.981353
79,0.498958,0.997917,Am,i,0.906353
79,0.498958,0.997917,Am,m,0.906353
79,0.498958,0.997917,Am,f,0.906353
79,0.498958,0.997917,Am,i,0.993853
79.5,0.498958,0.997917,Am,i,0.918853
79.5,0.498958,0.997917,Am,m,0.881353
79.5,0.498958,0.997917,Am,m,0.881353
79.5,0.498958,0.997917,Am,f,?
0,0.248958,0,Am,i,1.071699
0.25,0.082292,0.497917,Am,m,1.071699
0.333333,0.082292,0.164583,Am,m,1.071699
0.416667,0.082292,0.164583,Am,m,0.984199
0.5,0.165625,0.164583,Am,f,0.984199
0.5,1.498958,0.33125,Am,i,0.921699
0.666667,0.165625,2.997917,Am,m,1.084199
0.833333,0.165625,0.33125,Am,m,1.021699
1,0.165625,0.33125,Am,m,1.046699
1.166667,0.165625,0.33125,Am,m,1.046699
1.333333,0.165625,0.33125,Am,m,1.046699
1.5,0.165625,0.33125,Am,m,0.946699
1.666667,0.165625,0.33125,Am,m,0.946699
1.833333,0.165625,0.33125,Am,m,0.946699
2,0.165625,0.33125,Am,m,0.946699
2.166667,0.165625,0.33125,Am,m,0.946699
2.333333,0.165625,0.33125,Am,m,0.946699
2.5,0.165625,0.33125,Am,m,0.946699
2.666667,0.165625,0.33125,Am,m,0.946699
2.833333,0.165625,0.33125,Am,m,0.946699
3,0.248958,0.33125,Am,m,0.946699
3.25,0.082292,0.497917,Am,m,0.946699
3.333333,0.082292,0.164583,Am,m,0.909199
3.416667,0.082292,0.164583,Am,m,0.909199
3.5,0.165625,0.164583,Am,m,0.909199
3.5,0.165625,0.33125,Am,m,0.909199
3.5,0.165625,0.33125,Am,f,0.909199
3.5,1.498958,0.33125,Am,i,0.909199
3.666667,0.165625,2.997917,Am,m,0.971699
3.833333,0.165625,0.33125,Am,m,0.959199
4,0.165625,0.33125,Am,m,0.959199
4.166667,0.165625,0.33125,Am,m,0.996699
4.333333,0.165625,0.33125,Am,m,0.909199
4.5,0.165625,0.33125,Am,m,0.984199
4.666667,0.165625,0.33125,Am,m,1.059199
4.833333,0.165625,0.33125,Am,m,1.059199
5,0.165625,0.33125,Am,m,0.909199
5.166667,0.165625,0.33125,Am,m,0.909199
5.333333,0.165625,0.33125,Am,m,0.921699
5.5,0.165625,0.33125,Am,m,1.071699
5.666667,0.165625,0.33125,Am,m,0.946699
5.833333,0.165625,0.33125,Am,m,0.946699
6,0.248958,0.33125,Am,m,0.946699
6.25,0.082292,0.497917,Am,m,0.946699
6.333333,0.082292,0.164583,Am,m,0.946699
6.416667,0.082292,0.164583,Am,m,0.946699
6.5,0.165625,0.164583,Am,m,0.959199
6.5,0.165625,0.33125,Am,m,1.021699
6.5,0.165625,0.33125,Am,m,1.096699
6.5,1.498958,0.33125,Am,f,0.921699
6.666667,0.165625,2.997917,Am,i,0.946699
6.833333,0.165625,0.33125,Am,m,0.996699
7,0.165625,0.33125,Am,m,0.934199
7.166667,0.165625,0.33125,Am,m,1.084199
7.333333,0.165625,0.33125,Am,m,1.046699
7.5,0.165625,0.33125,Am,m,1.046699
7.666667,0.165625,0.33125,Am,m,1.046699
7.833333,0.165625,0.33125,Am,m,1.046699
8,0.165625,0.33125,Am,m,1.046699
8.166667,0.165625,0.33125,Am,m,0.971699
8.333333,0.165625,0.33125,Am,m,0.909199
8.5,0.165625,0.33125,Am,m,0.909199
8.666667,0.165625,0.33125,Am,m,0.934199
8.833333,0.165625,0.33125,Am,m,1.021699
9,0.248958,0.33125,Am,m,1.021699
9.25,0.082292,0.497917,Am,m,1.021699
9.333333,0.082292,0.164583,Am,m,1.021699
9.416667,0.082292,0.164583,Am,m,1.021699
9.5,0.165625,0.164583,Am,m,0.921699
9.5,0.165625,0.33125,Am,m,1.034199
9.5,0.165625,0.33125,Am,m,0.984199
9.5,1.498958,0.33125,Am,f,0.934199
9.666667,0.165625,2.997917,Am,i,1.021699
9.833333,0.165625,0.33125,Am,m,0.984199
10,0.165625,0.33125,Am,m,1.084199
10.166667,0.165625,0.33125,Am,m,0.909199
10.333333,0.165625,0.33125,Am,m,0.996699
10.5,0.165625,0.33125,Am,m,0.996699
10.666667,0.165625,0.33125,Am,m,0.996699
10.833333,0.165625,0.33125,Am,m,0.996699
11,0.165625,0.33125,Am,m,0.959199
11.166667,0.165625,0.33125,Am,m,0.959199
11.333333,0.165625,0.33125,Am,m,0.946699
11.5,0.165625,0.33125,Am,m,0.971699
11.666667,0.165625,0.33125,Am,m,1.046699
11.833333,0.165625,0.33125,Am,m,1.046699
12,0.248958,0.33125,Am,m,1.046699
12.25,0.082292,0.497917,Am,m,1.046699
12.333333,0.082292,0.164583,Am,m,1.046699
12.416667,0.082292,0.164583,Am,m,1.059199
12.5,0.165625,0.164583,Am,m,0.984199
12.5,0.165625,0.33125,Am,m,1.021699
12.5,0.165625,0.33125,Am,f,1.009199
12.5,1.498958,0.33125,Am,i,0.909199
12.666667,0.165625,2.997917,Am,i,0.934199
12.833333,0.165625,0.33125,Am,m,1.071699
13,0.165625,0.33125,Am,m,0.921699
13.166667,0.165625,0.33125,Am,m,1.046699
13.333333,0.165625,0.33125,Am,m,1.046699
13.5,0.165625,0.33125,Am,m,1.046699
13.666667,0.165625,0.33125,Am,m,1.046699
13.833333,0.165625,0.33125,Am,m,1.046699
14,0.165625,0.33125,Am,m,1.046699
14.166667,0.165625,0.33125,Am,m,1.046699
14.333333,0.165625,0.33125,Am,m,0.921699
14.5,0.165625,0.33125,Am,m,0.921699
14.666667,0.165625,0.33125,Am,m,0.921699
14.833333,0.165625,0.33125,Am,m,0.921699
15,0.165625,0.33125,Am,m,0.909199
15.166667,0.165625,0.33125,Am,m,0.909199
15.333333,0.165625,0.33125,Am,m,0.909199
15.5,0.498958,0.33125,Am,f,0.909199
15.5,0.248958,0.997917,Am,i,0.934199
15.75,0.082292,0.497917,Am,i,1.021699
15.833333,0.082292,0.164583,Am,m,0.984199
15.916667,0.082292,0.164583,Am,m,0.984199
16,0.998958,0.164583,Am,m,0.934199
16.166667,0.165625,1.997917,Am,m,1.196699
16.333333,0.165625,0.33125,Am,m,1.171699
16.5,0.165625,0.33125,Am,m,1.071699
16.666667,0.165625,0.33125,Am,m,1.046699
16.833333,0.165625,0.33125,Am,m,1.059199
17,0.498958,0.33125,Am,m,1.059199
17,0.498958,0.997917,Am,f,1.009199
17,0.248958,0.997917,Am,i,1.284199
17.25,0.082292,0.497917,Am,i,1.284199
17.333333,0.082292,0.164583,Am,m,1.384199
17.416667,0.082292,0.164583,Am,m,1.384199
17.5,0.998958,0.164583,Am,f,1.384199
17.666667,0.165625,1.997917,Am,i,1.146699
17.833333,0.165625,0.33125,Am,m,1.159199
18,0.165625,0.33125,Am,m,1.121699
18.166667,0.165625,0.33125,Am,m,1.121699
18.333333,0.165625,0.33125,Am,m,1.121699
18.5,0.165625,0.33125,Am,m,1.084199
18.5,0.165625,0.33125,Am,m,1.096699
18.5,0.165625,0.33125,Am,f,1.096699
18.5,0.498958,0.33125,Am,i,1.109199
18.666667,0.165625,0.997917,Am,m,1.159199
18.833333,0.165625,0.33125,Am,m,1.059199
19,0.165625,0.33125,Am,m,1.271699
19.166667,0.165625,0.33125,Am,m,1.159199
19.333333,0.165625,0.33125,Am,m,1.296699
19.5,0.165625,0.33125,Am,m,1.271699
19.666667,0.165625,0.33125,Am,m,1.121699
19.833333,0.165625,0.33125,Am,m,0.934199
20,0.165625,0.33125,Am,m,0.934199
20.166667,0.165625,0.33125,Am,m,0.909199
20.333333,0.165625,0.33125,Am,m,0.946699
20.5,0.165625,0.33125,Am,m,0.996699
20.666667,0.165625,0.33125,Am,m,0.996699
20.833333,0.165625,0.33125,Am,m,0.946699
21,0.165625,0.33125,Am,m,1.121699
21.166667,0.165625,0.33125,Am,m,1.059199
21.333333,0.165625,0.33125,Am,m,1.009199
21.5,0.248958,0.33125,Am,f,1.009199
21.5,0.498958,0.497917,Am,i,1.046699
21.5,0.498958,0.997917,Am,f,0.971699
21.75,0.082292,0.997917,Am,i,0.971699
21.833333,0.082292,0.164583,Am,m,0.921699
21.916667,0.082292,0.164583,Am,m,0.921699
22,0.165625,0.164583,Am,m,1.021699
22.166667,0.165625,0.33125,Am,m,1.059199
22.333333,0.165625,0.33125,Am,m,1.059199
22.5,0.165625,0.33125,Am,m,0.909199
22.666667,0.165625,0.33125,Am,m,1.046699
22.833333,0.165625,0.33125,Am,m,0.909199
23,0.498958,0.33125,Am,m,0.996699
23,0.498958,0.997917,Am,f,1.021699
23,0.248958,0.997917,Am,i,1.021699
23.25,0.082292,0.497917,Am,i,1.059199
23.333333,0.082292,0.164583,Am,m,0.921699
23.416667,0.082292,0.164583,Am,m,0.921699
23.5,0.998958,0.164583,Am,f,1.059199
23.666667,0.165625,1.997917,Am,i,1.009199
23.833333,0.165625,0.33125,Am,m,1.009199
24,0.165625,0.33125,Am,m,1.009199
24.166667,0.165625,0.33125,Am,m,0.996699
24.333333,0.165625,0.33125,Am,m,0.934199
24.5,0.498958,0.33125,Am,m,0.971699
24.5,0.498958,0.997917,Am,f,0.959199
24.5,0.248958,0.997917,Am,i,0.971699
24.75,0.082292,0.497917,Am,m,1.009199
24.833333,0.082292,0.164583,Am,m,1.009199
24.916667,0.082292,0.164583,Am,m,1.009199
25,0.998958,0.164583,Am,m,0.959199
25.166667,0.165625,1.997917,Am,m,0.934199
25.333333,0.165625,0.33125,Am,m,1.021699
25.5,0.165625,0.33125,Am,m,1.034199
25.666667,0.165625,0.33125,Am,m,1.046699
25.833333,0.165625,0.33125,Am,m,1.021699
26,0.165625,0.33125,Am,m,1.096699
26.166667,0.165625,0.33125,Am,m,1.059199
26.333333,0.165625,0.33125,Am,m,1.009199
26.5,0.165625,0.33125,Am,m,1.084199
26.666667,0.165625,0.33125,Am,m,1.084199
26.833333,0.165625,0.33125,Am,m,1.084199
27,0.165625,0.33125,Am,m,0.921699
27.166667,0.165625,0.33125,Am,m,0.921699
27.333333,0.165625,0.33125,Am,f,0.921699
27.5,0.998958,0.33125,Am,i,0.909199
27.666667,0.165625,1.997917,Am,m,0.971699
27.833333,0.165625,0.33125,Am,m,0.946699
28,0.165625,0.33125,Am,m,0.959199
28.166667,0.165625,0.33125,Am,m,0.984199
28.333333,0.165625,0.33125,Am,f,0.971699
28.5,0.498958,0.33125,Am,i,1.059199
28.666667,0.165625,0.997917,Am,m,0.959199
28.833333,0.165625,0.33125,Am,m,0.971699
29,0.998958,0.33125,Am,m,0.996699
29.166667,0.165625,1.997917,Am,m,1.009199
29.333333,0.165625,0.33125,Am,m,0.984199
29.5,0.165625,0.33125,Am,m,0.984199
29.666667,0.165625,0.33125,Am,m,1.021699
29.833333,0.165625,0.33125,Am,f,0.971699
30,0.498958,0.33125,Am,i,1.059199
30.166667,0.165625,0.997917,Am,m,0.946699
30.333333,0.165625,0.33125,Am,m,0.996699
30.5,0.998958,0.33125,Am,m,0.996699
30.666667,0.165625,1.997917,Am,m,0.959199
