@relation 'Suite_en_la_v2_energy_pas-weka.filters.unsupervised.attribute.Remove-R33-39,41-45'

@attribute onset_b numeric
@attribute dur_b numeric
@attribute string numeric
@attribute pitch numeric
@attribute vel numeric
@attribute onset_s numeric
@attribute dur_s numeric
@attribute measure numeric
@attribute pre_dur_b numeric
@attribute pre_dur_s numeric
@attribute nxt_dur_b numeric
@attribute nxt_dur_s numeric
@attribute pre_ionset_s numeric
@attribute nxt_ionset_s numeric
@attribute onset_b_mod numeric
@attribute pitch_mod numeric
@attribute n_simult numeric
@attribute prev_int numeric
@attribute next_int numeric
@attribute keyFifths numeric
@attribute note2key numeric
@attribute chord {Am}
@attribute chord_id numeric
@attribute chord_type {m}
@attribute note2chord numeric
@attribute isChordN {n}
@attribute mtr {s,ss,w,ww}
@attribute nar1 {P,R,D,ID,IP,VP,IR,VR,SA,SB,NA}
@attribute nar2 {P,R,D,ID,IP,VP,IR,VR,SA,SB,NA}
@attribute nar3 {P,R,D,ID,IP,VP,IR,VR,SA,SB,NA}
@attribute tempo numeric
@attribute phrase {f,i,m}
@attribute energy_rat numeric

@data
20.666667,0.33125,2,64,80,10.333333,0.165625,6,0.33125,0.220833,0.33125,0.220833,-0.166667,0.166667,0.666667,4,1,-2,1,0,4,Am,9,m,5,n,ww,P,P,IP,90,m,0.996699
21,0.33125,2,65,80,10.5,0.165625,6,0.33125,0.220833,0.33125,0.220833,-0.166667,0.166667,1,5,0,-1,2,0,5,Am,9,m,4,n,ww,P,IP,P,90,m,0.996699
21.333333,0.33125,2,67,80,10.666667,0.165625,6,0.33125,0.220833,0.33125,0.220833,-0.166667,0.166667,1.333333,7,0,-2,2,0,7,Am,9,m,2,n,ww,IP,P,P,90,m,0.996699
21.666667,0.33125,2,69,80,10.833333,0.165625,6,0.33125,0.220833,0.33125,0.220833,-0.166667,0.166667,1.666667,9,0,-2,-2,0,9,Am,9,m,0,n,ww,P,P,P,90,m,0.996699
22,0.33125,2,67,80,11,0.165625,6,0.33125,0.220833,0.33125,0.220833,-0.166667,0.166667,2,7,0,2,-2,0,7,Am,9,m,2,n,ww,P,P,IP,90,m,0.959199
22.333333,0.33125,4,65,80,11.166667,0.165625,6,0.33125,0.220833,0.33125,0.220833,-0.166667,0.166667,2.333333,5,0,2,-1,0,5,Am,9,m,4,n,ww,P,IP,P,90,m,0.959199
22.666667,0.33125,2,64,80,11.333333,0.165625,6,0.33125,0.220833,0.33125,0.220833,-0.166667,0.166667,2.666667,4,0,1,-2,0,4,Am,9,m,5,n,ww,IP,P,P,90,m,0.946699
23,0.33125,6,62,80,11.5,0.165625,6,0.33125,0.220833,0.33125,0.220833,-0.166667,0.166667,3,2,0,2,2,0,2,Am,9,m,7,n,ww,P,P,IP,90,m,0.971699
23.333333,0.33125,7,64,80,11.666667,0.165625,6,0.33125,0.220833,0.33125,0.220833,-0.166667,0.166667,3.333333,4,0,-2,1,0,4,Am,9,m,5,n,ww,P,IP,P,90,m,1.046699
23.666667,0.33125,2,65,80,11.833333,0.165625,6,0.33125,0.220833,0.497917,0.331944,-0.166667,0.166667,3.666667,5,0,-1,3,0,5,Am,9,m,4,n,ww,IP,P,P,90,m,1.046699
24,0.497917,2,68,80,12,0.248958,7,0.33125,0.220833,0.164583,0.109722,-0.166667,0.25,0,8,0,-3,-3,0,8,Am,9,m,1,n,ww,P,P,VP,90,m,1.046699
24.5,0.164583,4,65,80,12.25,0.082292,7,0.497917,0.331944,0.164583,0.109722,-0.25,0.083333,0.5,5,0,3,-1,0,5,Am,9,m,4,n,ww,P,VP,R,90,m,1.046699
24.666667,0.164583,6,64,80,12.333333,0.082292,7,0.164583,0.109722,0.164583,0.109722,-0.083333,0.083333,0.666667,4,0,1,-2,0,4,Am,9,m,5,n,ww,VP,R,P,90,m,1.046699
24.833333,0.164583,2,62,80,12.416667,0.082292,7,0.164583,0.109722,0.33125,0.220833,-0.083333,0.083333,0.833333,2,0,2,-6,0,2,Am,9,m,7,n,ww,R,P,SB,90,m,1.059199
25,0.33125,2,56,80,12.5,0.165625,7,0.164583,0.109722,0.33125,0.220833,-0.083333,0,1,8,0,6,3,0,8,Am,9,m,1,n,ww,P,SB,VR,90,m,0.984199
25,0.33125,6,59,80,12.5,0.165625,7,0.33125,0.220833,0.33125,0.220833,0,0,1,11,0,-3,5,0,11,Am,9,m,2,n,ww,SB,VR,IR,90,m,1.021699
25,0.33125,4,64,80,12.5,0.165625,7,0.33125,0.220833,2.997917,1.998611,0,0,1,4,0,-5,-19,0,4,Am,9,m,5,n,ww,VR,IR,P,90,f,1.009199
25,2.997917,2,45,80,12.5,1.498958,7,0.33125,0.220833,0.33125,0.220833,0,0.166667,1,9,5,19,14,0,9,Am,9,m,0,n,ww,IR,P,P,90,i,0.909199
25.333333,0.33125,7,59,80,12.666667,0.165625,7,2.997917,1.998611,0.33125,0.220833,-0.166667,0.166667,1.333333,11,1,-14,1,0,11,Am,9,m,2,n,ww,P,P,P,90,i,0.934199
25.666667,0.33125,7,60,80,12.833333,0.165625,7,0.33125,0.220833,0.33125,0.220833,-0.166667,0.166667,1.666667,0,1,-1,2,0,0,Am,9,m,9,n,ww,P,P,P,90,m,1.071699
26,0.33125,5,62,80,13,0.165625,7,0.33125,0.220833,0.33125,0.220833,-0.166667,0.166667,2,2,1,-2,2,0,2,Am,9,m,7,n,ww,P,P,P,90,m,0.921699
26.333333,0.33125,2,64,80,13.166667,0.165625,7,0.33125,0.220833,0.33125,0.220833,-0.166667,0.166667,2.333333,4,1,-2,1,0,4,Am,9,m,5,n,ww,P,P,P,90,m,1.046699
