@relation 'Darn_that_dream_onset_pas-weka.filters.unsupervised.attribute.Remove-R33-37,39-45'

@attribute onset_b numeric
@attribute dur_b numeric
@attribute string numeric
@attribute pitch numeric
@attribute vel numeric
@attribute onset_s numeric
@attribute dur_s numeric
@attribute measure numeric
@attribute pre_dur_b numeric
@attribute pre_dur_s numeric
@attribute nxt_dur_b numeric
@attribute nxt_dur_s numeric
@attribute pre_ionset_s numeric
@attribute nxt_ionset_s numeric
@attribute onset_b_mod numeric
@attribute pitch_mod numeric
@attribute n_simult numeric
@attribute prev_int numeric
@attribute next_int numeric
@attribute keyFifths numeric
@attribute note2key numeric
@attribute chord {A7,B5,B7,B9,Bb7,C6,C7,D7,E,E7,Eb6,Eb7,F7,G,G6,G7}
@attribute chord_id numeric
@attribute chord_type {5,6,7,9,mayor}
@attribute note2chord numeric
@attribute isChordN {n,y}
@attribute mtr {s,ss,ww}
@attribute nar1 {P,R,D,ID,IP,VP,IR,VR,SA,SB,NA}
@attribute nar2 {P,R,D,ID,IP,VP,IR,VR,SA,SB,NA}
@attribute nar3 {P,R,D,ID,IP,VP,IR,VR,SA,SB,NA}
@attribute tempo numeric
@attribute phrase {f,i,m}
@attribute onset_dev numeric

@data
0,0.997917,7,43,80,0,0.855357,1,0,0,0.997917,0.855357,0,0,0,7,3,24,11,1,0,G6,7,6,0,y,ss,IR,P,P,70,i,0
0,0.997917,7,54,80,0,0.855357,1,0.997917,0.855357,0.997917,0.855357,0,0,0,6,3,-11,5,1,1,G6,7,6,1,n,ss,P,P,SB,70,m,0.232917
0,0.997917,6,59,80,0,0.855357,1,0.997917,0.855357,0.997917,0.855357,0,0,0,11,3,-5,3,1,4,G6,7,6,4,y,ss,P,SB,VR,70,m,0.329333
0,0.997917,5,62,80,0,0.855357,1,0.997917,0.855357,0.997917,0.855357,0,0.857143,0,2,3,-3,5,1,5,G6,7,6,5,n,ss,SB,VR,SA,70,m,1.352
1,0.997917,4,67,80,0.857143,0.855357,1,0.997917,0.855357,1.497917,1.283929,-0.857143,0.857143,1,7,0,-5,-21,1,0,G6,7,6,0,y,ww,VR,SA,IR,70,f,0.473333
2,1.497917,3,46,80,1.714286,1.283929,1,0.997917,0.855357,1.497917,1.283929,-0.857143,0,2,10,3,21,9,1,3,G6,7,6,3,n,ww,SA,IR,P,70,i,0.133083
2,1.497917,7,55,80,1.714286,1.283929,1,1.497917,1.283929,1.497917,1.283929,0,0,2,7,3,-9,6,1,0,G6,7,6,0,y,ww,IR,P,SB,70,m,0.237083
2,1.497917,2,61,80,1.714286,1.283929,1,1.497917,1.283929,1.497917,1.283929,0,0,2,1,3,-6,2,1,6,G6,7,6,6,n,ww,P,SB,VR,70,m,0.309667
2,1.497917,4,63,80,1.714286,1.283929,1,1.497917,1.283929,0.497917,0.426786,0,1.285715,2,3,3,-2,1,1,4,G6,7,6,4,y,ww,SB,VR,IR,70,f,0.394167
3.5,0.497917,7,64,80,3.000001,0.426786,1,1.497917,1.283929,0.997917,0.855357,-1.285715,0.428571,3.5,4,0,-1,-19,1,3,Bb7,11,7,7,y,ww,VR,IR,P,70,i,0.323083
4,0.997917,5,45,80,3.428572,0.855357,2,0.497917,0.426786,0.997917,0.855357,-0.428571,0,0,9,3,19,10,1,2,Eb7,4,7,5,n,ss,IR,P,P,70,i,0.27375
4,0.997917,4,55,80,3.428572,0.855357,2,0.997917,0.855357,0.997917,0.855357,0,0,0,7,3,-10,5,1,0,Eb7,4,7,3,n,ss,P,P,SB,70,m,0.330083
4,0.997917,3,60,80,3.428572,0.855357,2,0.997917,0.855357,0.997917,0.855357,0,0,0,0,3,-5,4,1,7,Eb7,4,7,4,y,ss,P,SB,VR,70,m,0.37775
4,0.997917,3,64,80,3.428572,0.855357,2,0.997917,0.855357,0.997917,0.855357,0,0.857143,0,4,3,-4,5,1,3,Eb7,4,7,0,y,ss,SB,VR,SA,70,m,0.4785
5,0.997917,4,69,80,4.285715,0.855357,2,0.997917,0.855357,1.497917,1.283929,-0.857143,0.857143,1,9,0,-5,-22,1,2,A7,9,7,0,y,ww,VR,SA,IR,70,f,0.790417
6,1.497917,7,47,80,5.142858,1.283929,2,0.997917,0.855357,1.497917,1.283929,-0.857143,0,2,11,3,22,10,1,4,A7,9,7,2,n,ww,SA,IR,P,70,i,0.097
6,1.497917,5,57,80,5.142858,1.283929,2,1.497917,1.283929,1.497917,1.283929,0,0,2,9,3,-10,6,1,2,A7,9,7,0,y,ww,IR,P,SB,70,m,0.266
6,1.497917,4,63,80,5.142858,1.283929,2,1.497917,1.283929,1.497917,1.283929,0,0,2,3,3,-6,2,1,4,A7,9,7,6,n,ww,P,SB,VR,70,m,0.426333
6,1.497917,3,65,80,5.142858,1.283929,2,1.497917,1.283929,0.497917,0.426786,0,1.285715,2,5,3,-2,1,1,2,A7,9,7,4,y,ww,SB,VR,IR,70,f,0.596417
7.5,0.497917,2,66,80,6.428573,0.426786,2,1.497917,1.283929,0.997917,0.855357,-1.285715,0.428572,3.5,6,0,-1,-14,1,1,B7,11,7,5,n,ww,VR,IR,P,70,i,0.516667
8,0.997917,6,52,80,6.857144,0.855357,3,0.497917,0.426786,0.997917,0.855357,-0.428572,0,0,4,3,14,7,1,3,B7,11,7,7,y,ww,IR,P,P,70,m,0.4955
8,0.997917,3,59,80,6.857144,0.855357,3,0.997917,0.855357,0.997917,0.855357,0,0,0,11,3,-7,3,1,4,B7,11,7,0,y,ww,P,P,IP,70,m,0.588667
8,0.997917,7,62,80,6.857144,0.855357,3,0.997917,0.855357,0.997917,0.855357,0,0,0,2,3,-3,5,1,5,B7,11,7,9,n,ww,P,IP,VP,70,m,0.645
8,0.997917,5,67,80,6.857144,0.855357,3,0.997917,0.855357,0.997917,0.855357,0,0.857143,0,7,3,-5,4,1,0,B7,11,7,4,y,ww,IP,VP,VR,70,m,0.7165
9,0.997917,4,71,80,7.714287,0.855357,3,0.997917,0.855357,0.497917,0.426786,-0.857143,0.857143,1,11,0,-4,-3,1,4,E,4,mayor,7,n,ww,VP,VR,IR,70,m,0.586417
10,0.497917,3,68,80,8.57143,0.426786,3,0.997917,0.855357,0.997917,0.855357,-0.857143,0,2,8,0,3,-14,1,1,E,4,mayor,4,n,ww,VR,IR,P,70,m,-0.413583
10,0.997917,4,54,80,8.57143,0.855357,3,0.497917,0.426786,0.997917,0.855357,0,0,2,6,2,14,6,1,1,E,4,mayor,2,n,ww,IR,P,P,70,m,-0.404917
10,0.997917,3,60,80,8.57143,0.855357,3,0.997917,0.855357,0.997917,0.855357,0,0,2,0,2,-6,4,1,7,E,4,mayor,4,n,ww,P,P,P,70,m,0.463917
10,0.997917,6,64,80,8.57143,0.855357,3,0.997917,0.855357,0.497917,0.426786,0,0.428572,2,4,2,-4,5,1,3,E,4,mayor,0,n,ww,P,P,P,70,m,0.480167
10.5,0.497917,5,69,80,9.000002,0.426786,3,0.997917,0.855357,0.497917,0.426786,-0.428572,0.428572,2.5,9,0,-5,2,1,2,E,4,mayor,5,n,ww,P,P,SB,70,m,-0.003583
11,0.497917,4,71,80,9.428573,0.426786,3,0.497917,0.426786,0.497917,0.426786,-0.428572,0.428572,3,11,0,-2,1,1,4,A7,9,7,2,n,ww,P,SB,VR,70,m,-0.02475
11.5,0.497917,3,72,80,9.857145,0.426786,3,0.497917,0.426786,0.997917,0.855357,-0.428572,0.428572,3.5,0,0,-1,2,1,7,A7,9,7,9,n,ww,SB,VR,IR,70,m,-0.52475
12,0.997917,2,74,80,10.285716,0.855357,4,0.497917,0.426786,1.997917,1.7125,-0.428572,0,0,2,3,-2,-15,1,5,C6,0,6,2,n,ww,VR,IR,VP,70,m,-1.0215
12,1.997917,5,59,80,10.285716,1.7125,4,0.997917,0.855357,1.997917,1.7125,0,0,0,11,4,15,6,1,4,C6,0,6,11,n,ww,IR,VP,VR,70,m,-1.0215
12,1.997917,6,65,80,10.285716,1.7125,4,1.997917,1.7125,1.997917,1.7125,0,0,0,5,4,-6,4,1,2,C6,0,6,5,n,ww,VP,VR,VR,70,m,-0.586
12,1.997917,7,69,80,10.285716,1.7125,4,1.997917,1.7125,0.997917,0.855357,0,0.857143,0,9,4,-4,7,1,2,C6,0,6,9,y,ww,VR,VR,IR,70,m,-0.534
13,0.997917,6,76,80,11.142859,0.855357,4,1.997917,1.7125,1.997917,1.7125,-0.857143,0.857143,1,4,3,-7,-20,1,3,B7,11,7,7,y,ww,VR,IR,P,70,f,-0.543833
14,1.997917,5,56,80,12.000002,1.7125,4,0.997917,0.855357,1.997917,1.7125,-0.857143,0,2,8,4,20,6,1,1,B7,11,7,3,n,ww,IR,P,SB,70,i,-0.28825
14,1.997917,4,62,80,12.000002,1.7125,4,1.997917,1.7125,1.997917,1.7125,0,0,2,2,4,-6,4,1,5,B7,11,7,9,n,ww,P,SB,R,70,m,0.3715
14,1.997917,3,66,80,12.000002,1.7125,4,1.997917,1.7125,1.997917,1.7125,0,0,2,6,4,-4,5,1,1,B7,11,7,5,n,ww,SB,R,VP,70,m,0.3715
14,1.997917,2,71,80,12.000002,1.7125,4,1.997917,1.7125,1.497917,1.283929,0,0.428572,2,11,4,-5,-31,1,4,B7,11,7,0,y,ww,R,VP,IR,70,f,0.380167
14.5,1.497917,3,40,80,12.428574,1.283929,4,1.997917,1.7125,1.997917,1.7125,-0.428572,1.285714,2.5,4,4,31,5,1,3,B7,11,7,7,y,ww,VP,IR,IP,70,i,1.839917
16,1.997917,2,45,80,13.714288,1.7125,5,1.497917,1.283929,0.997917,0.855357,-1.285714,0.857143,0,9,2,-5,26,1,2,E7,4,7,5,n,ww,IR,IP,P,70,f,0.339917
17,0.997917,4,71,80,14.571431,0.855357,5,1.997917,1.7125,0.997917,0.855357,-0.857143,0,1,11,2,-26,3,1,4,A7,9,7,2,n,ww,IP,P,IP,70,i,0.330083
17,0.997917,3,74,80,14.571431,0.855357,5,0.997917,0.855357,0.497917,0.426786,0,0.857143,1,2,2,-3,-2,1,5,A7,9,7,7,y,ww,P,IP,IP,70,f,0.330083
18,0.497917,4,72,80,15.428574,0.426786,5,0.997917,0.855357,0.497917,0.426786,-0.857143,0,2,0,0,2,-3,1,7,A7,9,7,9,n,s,IP,IP,IP,70,i,-0.669917
18,0.497917,2,69,80,15.428574,0.426786,5,0.497917,0.426786,0.497917,0.426786,0,0.428572,2,9,0,3,2,1,2,A7,9,7,0,y,s,IP,IP,IP,70,m,-0.66125
18.5,0.497917,4,71,80,15.857146,0.426786,5,0.497917,0.426786,0.497917,0.426786,-0.428572,0,2.5,11,0,-2,-4,1,4,F7,5,7,6,n,ww,IP,IP,IP,70,m,-0.879583
18.5,0.497917,3,67,80,15.857146,0.426786,5,0.497917,0.426786,0.497917,0.426786,0,0.428572,2.5,7,0,4,2,1,0,F7,5,7,2,n,ww,IP,IP,IP,70,m,-0.188417
19,0.497917,2,69,80,16.285717,0.426786,5,0.497917,0.426786,0.497917,0.426786,-0.428572,0,3,9,0,-2,-4,1,2,F7,5,7,4,y,ww,IP,IP,VP,70,m,-0.060083
19,0.497917,6,65,80,16.285717,0.426786,5,0.497917,0.426786,0.497917,0.426786,0,0.428572,3,5,0,4,2,1,2,F7,5,7,0,y,ww,IP,VP,VR,70,m,0.24975
19.5,0.497917,3,67,80,16.714289,0.426786,5,0.497917,0.426786,0.497917,0.426786,-0.428572,0,3.5,7,0,-2,-4,1,0,F7,5,7,2,n,ww,VP,VR,IR,70,m,0.20475
19.5,0.497917,2,63,80,16.714289,0.426786,5,0.497917,0.426786,0.997917,0.855357,0,0.428572,3.5,3,0,4,-16,1,4,F7,5,7,2,n,ww,VR,IR,P,70,m,0.20475
20,0.997917,4,47,80,17.14286,0.855357,6,0.497917,0.426786,0.997917,0.855357,-0.428572,0,0,11,4,16,10,1,4,F7,5,7,6,n,ww,IR,P,P,70,m,0.131583
20,0.997917,6,57,80,17.14286,0.855357,6,0.997917,0.855357,0.997917,0.855357,0,0,0,9,4,-10,5,1,2,F7,5,7,4,y,ww,P,P,IP,70,m,0.207417
20,0.997917,2,62,80,17.14286,0.855357,6,0.997917,0.855357,0.997917,0.855357,0,0,0,2,4,-5,4,1,5,F7,5,7,3,n,ww,P,IP,VP,70,m,0.29625
20,0.997917,5,66,80,17.14286,0.855357,6,0.997917,0.855357,0.997917,0.855357,0,0,0,6,4,-4,5,1,1,F7,5,7,1,n,ww,IP,VP,VR,70,m,0.36125
20,0.997917,5,71,80,17.14286,0.855357,6,0.997917,0.855357,0.997917,0.855357,0,0.857143,0,11,4,-5,-2,1,4,F7,5,7,6,n,ww,VP,VR,IR,70,m,1.307
21,0.997917,3,69,80,18.000003,0.855357,6,0.997917,0.855357,0.997917,0.855357,-0.857143,0.857143,1,9,0,2,-23,1,2,B7,11,7,2,n,ww,VR,IR,P,70,f,0.307
22,0.997917,2,46,80,18.857146,0.855357,6,0.997917,0.855357,0.997917,0.855357,-0.857143,0,2,10,3,23,10,1,3,B7,11,7,1,n,ww,IR,P,IP,70,i,0.260333
22,0.997917,3,56,80,18.857146,0.855357,6,0.997917,0.855357,0.997917,0.855357,0,0,2,8,3,-10,5,1,1,B7,11,7,3,n,ww,P,IP,VP,70,m,0.269
22,0.997917,4,61,80,18.857146,0.855357,6,0.997917,0.855357,0.997917,0.855357,0,0,2,1,3,-5,4,1,6,B7,11,7,10,y,ww,IP,VP,VR,70,m,0.269
22,0.997917,3,65,80,18.857146,0.855357,6,0.997917,0.855357,0.997917,0.855357,0,0.857143,2,5,3,-4,-2,1,2,B7,11,7,6,n,ww,VP,VR,IR,70,m,0.280917
23,0.997917,3,63,80,19.714289,0.855357,6,0.997917,0.855357,1.997917,1.7125,-0.857143,0.857143,3,3,0,2,-18,1,4,Eb7,4,7,1,n,ww,VR,IR,P,70,f,-0.719083
24,1.997917,4,45,80,20.571432,1.7125,7,0.997917,0.855357,1.997917,1.7125,-0.857143,0,0,9,3,18,10,1,2,Eb7,4,7,5,n,ww,IR,P,SB,70,i,-0.829667
24,1.997917,3,55,80,20.571432,1.7125,7,1.997917,1.7125,1.997917,1.7125,0,0,0,7,3,-10,5,1,0,Eb7,4,7,3,n,ww,P,SB,VR,70,m,-0.829667
24,1.997917,4,60,80,20.571432,1.7125,7,1.997917,1.7125,1.997917,1.7125,0,0,0,0,3,-5,2,1,7,Eb7,4,7,4,y,ww,SB,VR,SA,70,m,-0.821
24,1.997917,7,62,80,20.571432,1.7125,7,1.997917,1.7125,1.997917,1.7125,0,1.714286,0,2,3,-2,-18,1,5,Eb7,4,7,2,n,ww,VR,SA,SA,70,f,0.16375
26,1.997917,7,44,80,22.285718,1.7125,7,1.997917,1.7125,1.997917,1.7125,-1.714286,0,2,8,3,18,7,1,1,A7,9,7,1,n,ww,SA,SA,VR,70,i,-1.83625
26,1.997917,5,51,80,22.285718,1.7125,7,1.997917,1.7125,1.997917,1.7125,0,0,2,3,3,-7,9,1,4,A7,9,7,6,n,ww,SA,VR,VR,70,m,0.040083
26,1.997917,4,60,80,22.285718,1.7125,7,1.997917,1.7125,1.997917,1.7125,0,0,2,0,3,-9,6,1,7,A7,9,7,9,n,ww,VR,VR,IR,70,m,0.286
26,1.997917,3,66,80,22.285718,1.7125,7,1.997917,1.7125,0.997917,0.855357,0,1.714286,2,6,3,-6,-19,1,1,A7,9,7,3,n,ww,VR,IR,SB,70,f,0.366167
28,0.997917,2,47,80,24.000004,0.855357,8,1.997917,1.7125,0.997917,0.855357,-1.714286,0,0,11,2,19,10,1,4,D7,2,7,9,n,ww,IR,SB,VR,70,i,0.31075
28,0.997917,5,57,80,24.000004,0.855357,8,0.997917,0.855357,0.997917,0.855357,0,0,0,9,2,-10,5,1,2,D7,2,7,7,y,ww,SB,VR,SA,70,m,1.287917
28,0.997917,7,62,80,24.000004,0.855357,8,0.997917,0.855357,0.997917,0.855357,0,0.857143,0,2,2,-5,-16,1,5,D7,2,7,0,y,ww,VR,SA,VR,70,f,1.287917
29,0.997917,4,46,80,24.857147,0.855357,8,0.997917,0.855357,0.997917,0.855357,-0.857143,0,1,10,2,16,10,1,3,B7,11,7,1,n,ww,SA,VR,R,70,i,0.287917
29,0.997917,3,56,80,24.857147,0.855357,8,0.997917,0.855357,0.997917,0.855357,0,0,1,8,2,-10,6,1,1,B7,11,7,3,n,ww,VR,R,VP,70,m,0.296583
29,0.997917,6,62,80,24.857147,0.855357,8,0.997917,0.855357,0.997917,0.855357,0,0.857143,1,2,2,-6,-11,1,5,B7,11,7,9,n,ww,R,VP,VR,70,f,1.274833
30,0.997917,3,51,80,25.71429,0.855357,8,0.997917,0.855357,0.997917,0.855357,-0.857143,0,2,3,2,11,4,1,4,E7,4,7,1,n,ww,VP,VR,VR,70,i,0.278083
30,0.997917,4,55,80,25.71429,0.855357,8,0.997917,0.855357,0.997917,0.855357,0,0,2,7,2,-4,7,1,0,E7,4,7,3,n,ww,VR,VR,IR,70,m,1.26825
30,0.997917,5,62,80,25.71429,0.855357,8,0.997917,0.855357,0.997917,0.855357,0,0.857143,2,2,2,-7,-18,1,5,E7,4,7,2,n,ww,VR,IR,SB,70,f,1.26825
31,0.997917,3,44,80,26.571433,0.855357,8,0.997917,0.855357,0.997917,0.855357,-0.857143,0,3,8,2,18,10,1,1,A7,9,7,1,n,ww,IR,SB,VR,70,i,0.26825
31,0.997917,7,54,80,26.571433,0.855357,8,0.997917,0.855357,0.997917,0.855357,0,0,3,6,2,-10,5,1,1,A7,9,7,3,n,ww,SB,VR,IR,70,m,0.276917
31,0.997917,7,59,80,26.571433,0.855357,8,0.997917,0.855357,0.997917,0.855357,0,0.857143,3,11,2,-5,-16,1,4,A7,9,7,2,n,ww,VR,IR,P,70,f,0.276917
32,0.997917,6,43,80,27.428576,0.855357,9,0.997917,0.855357,0.997917,0.855357,-0.857143,0,0,7,3,16,11,1,0,G6,7,6,0,y,ww,IR,P,P,70,i,0.225917
